sdscid,tenure,female,year,yearsq,select,articles,prestige,presthi,male,m_year,m_yearsq,m_select,m_articles,m_prestige,m_presthi,f_year,f_yearsq,f_select,f_articles,f_prestige,f_presthi,pdasample
10798,0,1,7,49,7,16,3.6800001,0,0,0,0,0,0,0,0,7,49,7,16,3.6800001,0,1
10798,0,1,8,64,7,16,3.6800001,0,0,0,0,0,0,0,0,8,64,7,16,3.6800001,0,1
10798,1,1,9,81,7,16,3.6800001,0,0,0,0,0,0,0,0,9,81,7,16,3.6800001,0,1
10800,0,1,1,1,3,5,2.8800001,0,0,0,0,0,0,0,0,1,1,3,5,2.8800001,0,1
10800,0,1,2,4,3,5,2.8800001,0,0,0,0,0,0,0,0,2,4,3,5,2.8800001,0,1
10800,0,1,3,9,3,11,2.8800001,0,0,0,0,0,0,0,0,3,9,3,11,2.8800001,0,1
10800,0,1,4,16,3,12,2.8800001,0,0,0,0,0,0,0,0,4,16,3,12,2.8800001,0,1
10800,0,1,5,25,3,13,2.8800001,0,0,0,0,0,0,0,0,5,25,3,13,2.8800001,0,1
10800,0,1,6,36,3,18,2.8800001,0,0,0,0,0,0,0,0,6,36,3,18,2.8800001,0,1
10800,0,1,7,49,3,20,2.8800001,0,0,0,0,0,0,0,0,7,49,3,20,2.8800001,0,1
10800,0,1,8,64,3,21,2.8800001,0,0,0,0,0,0,0,0,8,64,3,21,2.8800001,0,1
10800,0,1,9,81,3,24,2.8800001,0,0,0,0,0,0,0,0,9,81,3,24,2.8800001,0,1
10800,0,1,10,100,3,27,2.8800001,0,0,0,0,0,0,0,0,10,100,3,27,2.8800001,0,1
10800,0,1,11,121,3,28,2.8800001,0,0,0,0,0,0,0,0,11,121,3,28,2.8800001,0,0
10800,0,1,12,144,3,29,2.8800001,0,0,0,0,0,0,0,0,12,144,3,29,2.8800001,0,0
10800,0,1,13,169,3,33,2.8800001,0,0,0,0,0,0,0,0,13,169,3,33,2.8800001,0,0
10800,0,1,14,196,3,34,2.8800001,0,0,0,0,0,0,0,0,14,196,3,34,2.8800001,0,0
10800,0,1,15,225,3,34,2.8800001,0,0,0,0,0,0,0,0,15,225,3,34,2.8800001,0,0
10800,0,1,16,256,3,36,2.8800001,0,0,0,0,0,0,0,0,16,256,3,36,2.8800001,0,0
10800,0,1,17,289,3,36,2.8800001,0,0,0,0,0,0,0,0,17,289,3,36,2.8800001,0,0
10801,0,1,1,1,7,4,3.52,0,0,0,0,0,0,0,0,1,1,7,4,3.52,0,1
10801,0,1,2,4,7,6,3.52,0,0,0,0,0,0,0,0,2,4,7,6,3.52,0,1
10801,0,1,3,9,7,7,3.52,0,0,0,0,0,0,0,0,3,9,7,7,3.52,0,1
10801,0,1,4,16,7,7,1.6,0,0,0,0,0,0,0,0,4,16,7,7,1.6,0,1
10801,0,1,5,25,7,7,1.6,0,0,0,0,0,0,0,0,5,25,7,7,1.6,0,1
10801,0,1,6,36,7,8,1.6,0,0,0,0,0,0,0,0,6,36,7,8,1.6,0,1
10801,0,1,7,49,7,10,1.6,0,0,0,0,0,0,0,0,7,49,7,10,1.6,0,1
10801,1,1,8,64,7,12,1.6,0,0,0,0,0,0,0,0,8,64,7,12,1.6,0,1
10802,0,1,1,1,7,0,2.4000001,0,0,0,0,0,0,0,0,1,1,7,0,2.4000001,0,1
10802,0,1,2,4,7,1,2.4000001,0,0,0,0,0,0,0,0,2,4,7,1,2.4000001,0,1
10802,0,1,3,9,7,2,2.4000001,0,0,0,0,0,0,0,0,3,9,7,2,2.4000001,0,1
10802,0,1,4,16,7,2,2.4000001,0,0,0,0,0,0,0,0,4,16,7,2,2.4000001,0,1
10802,0,1,5,25,7,3,2.4000001,0,0,0,0,0,0,0,0,5,25,7,3,2.4000001,0,1
10802,1,1,6,36,7,5,2.4000001,0,0,0,0,0,0,0,0,6,36,7,5,2.4000001,0,1
10803,0,1,1,1,4,6,3.6800001,0,0,0,0,0,0,0,0,1,1,4,6,3.6800001,0,1
10803,0,1,2,4,4,6,3.6800001,0,0,0,0,0,0,0,0,2,4,4,6,3.6800001,0,1
10803,0,1,3,9,4,8,3.6800001,0,0,0,0,0,0,0,0,3,9,4,8,3.6800001,0,1
10803,0,1,4,16,4,9,3.6800001,0,0,0,0,0,0,0,0,4,16,4,9,3.6800001,0,1
10803,0,1,5,25,4,11,3.6800001,0,0,0,0,0,0,0,0,5,25,4,11,3.6800001,0,1
10803,0,1,6,36,4,12,3.6800001,0,0,0,0,0,0,0,0,6,36,4,12,3.6800001,0,1
10803,0,1,7,49,4,12,3.6800001,0,0,0,0,0,0,0,0,7,49,4,12,3.6800001,0,1
10803,1,1,8,64,4,12,3.6800001,0,0,0,0,0,0,0,0,8,64,4,12,3.6800001,0,1
10806,0,1,1,1,4,5,4,1,0,0,0,0,0,0,0,1,1,4,5,4,1,1
10806,0,1,2,4,4,5,4,1,0,0,0,0,0,0,0,2,4,4,5,4,1,1
10806,0,1,3,9,4,7,4,1,0,0,0,0,0,0,0,3,9,4,7,4,1,1
10806,0,1,4,16,4,7,4,1,0,0,0,0,0,0,0,4,16,4,7,4,1,1
10806,0,1,5,25,4,7,4,1,0,0,0,0,0,0,0,5,25,4,7,4,1,1
10806,0,1,6,36,4,7,4,1,0,0,0,0,0,0,0,6,36,4,7,4,1,1
10806,0,1,7,49,4,9,4,1,0,0,0,0,0,0,0,7,49,4,9,4,1,1
10806,0,1,8,64,4,10,4,1,0,0,0,0,0,0,0,8,64,4,10,4,1,1
10806,0,1,9,81,4,10,4,1,0,0,0,0,0,0,0,9,81,4,10,4,1,1
10806,0,1,10,100,4,10,4,1,0,0,0,0,0,0,0,10,100,4,10,4,1,1
10810,0,1,1,1,4,3,4,1,0,0,0,0,0,0,0,1,1,4,3,4,1,1
10810,0,1,2,4,4,3,4,1,0,0,0,0,0,0,0,2,4,4,3,4,1,1
10810,0,1,3,9,4,3,4,1,0,0,0,0,0,0,0,3,9,4,3,4,1,1
10810,0,1,4,16,4,3,4,1,0,0,0,0,0,0,0,4,16,4,3,4,1,1
10810,0,1,5,25,4,3,4,1,0,0,0,0,0,0,0,5,25,4,3,4,1,1
10810,0,1,6,36,4,4,4,1,0,0,0,0,0,0,0,6,36,4,4,4,1,1
10810,0,1,7,49,4,6,4,1,0,0,0,0,0,0,0,7,49,4,6,4,1,1
10810,0,1,8,64,4,6,4,1,0,0,0,0,0,0,0,8,64,4,6,4,1,1
10810,0,1,9,81,4,6,4,1,0,0,0,0,0,0,0,9,81,4,6,4,1,1
10810,0,1,10,100,4,7,4,1,0,0,0,0,0,0,0,10,100,4,7,4,1,1
10813,0,1,1,1,5,6,1.9400001,0,0,0,0,0,0,0,0,1,1,5,6,1.9400001,0,1
10813,0,1,2,4,5,7,2.2,0,0,0,0,0,0,0,0,2,4,5,7,2.2,0,1
10813,0,1,3,9,5,8,2.2,0,0,0,0,0,0,0,0,3,9,5,8,2.2,0,1
10813,1,1,4,16,5,10,2.2,0,0,0,0,0,0,0,0,4,16,5,10,2.2,0,1
10816,0,1,1,1,6,4,3.6800001,0,0,0,0,0,0,0,0,1,1,6,4,3.6800001,0,1
10816,0,1,2,4,6,4,3.6800001,0,0,0,0,0,0,0,0,2,4,6,4,3.6800001,0,1
10816,0,1,3,9,6,4,3.6800001,0,0,0,0,0,0,0,0,3,9,6,4,3.6800001,0,1
10816,0,1,4,16,6,5,3.6800001,0,0,0,0,0,0,0,0,4,16,6,5,3.6800001,0,1
10816,0,1,5,25,6,8,3.6800001,0,0,0,0,0,0,0,0,5,25,6,8,3.6800001,0,1
10816,0,1,6,36,6,10,3.6800001,0,0,0,0,0,0,0,0,6,36,6,10,3.6800001,0,1
10816,0,1,7,49,6,11,3.6800001,0,0,0,0,0,0,0,0,7,49,6,11,3.6800001,0,1
10816,1,1,8,64,6,11,2.5599999,0,0,0,0,0,0,0,0,8,64,6,11,2.5599999,0,1
10817,0,1,1,1,4,4,1.6,0,0,0,0,0,0,0,0,1,1,4,4,1.6,0,1
10817,0,1,2,4,4,5,1.6,0,0,0,0,0,0,0,0,2,4,4,5,1.6,0,1
10817,0,1,3,9,4,7,1.6,0,0,0,0,0,0,0,0,3,9,4,7,1.6,0,1
10817,0,1,4,16,4,7,1.6,0,0,0,0,0,0,0,0,4,16,4,7,1.6,0,1
10817,0,1,5,25,4,8,1.6,0,0,0,0,0,0,0,0,5,25,4,8,1.6,0,1
10817,1,1,6,36,4,8,1.6,0,0,0,0,0,0,0,0,6,36,4,8,1.6,0,1
10818,0,1,1,1,3,5,2.47,0,0,0,0,0,0,0,0,1,1,3,5,2.47,0,1
10818,0,1,2,4,3,5,2.47,0,0,0,0,0,0,0,0,2,4,3,5,2.47,0,1
10818,0,1,3,9,3,6,2.47,0,0,0,0,0,0,0,0,3,9,3,6,2.47,0,1
10818,0,1,4,16,3,6,2.47,0,0,0,0,0,0,0,0,4,16,3,6,2.47,0,1
10818,0,1,5,25,3,6,2.47,0,0,0,0,0,0,0,0,5,25,3,6,2.47,0,1
10818,0,1,6,36,3,9,2.47,0,0,0,0,0,0,0,0,6,36,3,9,2.47,0,1
10818,1,1,7,49,3,12,1,0,0,0,0,0,0,0,0,7,49,3,12,1,0,1
10820,0,1,1,1,7,15,2.55,0,0,0,0,0,0,0,0,1,1,7,15,2.55,0,1
10820,0,1,2,4,7,18,2.55,0,0,0,0,0,0,0,0,2,4,7,18,2.55,0,1
10820,1,1,3,9,7,23,2.55,0,0,0,0,0,0,0,0,3,9,7,23,2.55,0,1
10829,0,1,1,1,4.9499998,9,2.3599999,0,0,0,0,0,0,0,0,1,1,4.9499998,9,2.3599999,0,1
10829,0,1,2,4,4.9499998,12,2.3599999,0,0,0,0,0,0,0,0,2,4,4.9499998,12,2.3599999,0,1
10829,0,1,3,9,4.9499998,13,2.3599999,0,0,0,0,0,0,0,0,3,9,4.9499998,13,2.3599999,0,1
10829,0,1,4,16,4.9499998,14,2.3599999,0,0,0,0,0,0,0,0,4,16,4.9499998,14,2.3599999,0,1
10829,0,1,5,25,4.9499998,14,2.3599999,0,0,0,0,0,0,0,0,5,25,4.9499998,14,2.3599999,0,1
10829,1,1,6,36,4.9499998,15,2.3599999,0,0,0,0,0,0,0,0,6,36,4.9499998,15,2.3599999,0,1
10833,0,1,1,1,3,10,2.1199999,0,0,0,0,0,0,0,0,1,1,3,10,2.1199999,0,1
10833,0,1,2,4,3,10,2.1199999,0,0,0,0,0,0,0,0,2,4,3,10,2.1199999,0,1
10833,0,1,3,9,3,12,2.1199999,0,0,0,0,0,0,0,0,3,9,3,12,2.1199999,0,1
10833,0,1,4,16,3,12,2.1199999,0,0,0,0,0,0,0,0,4,16,3,12,2.1199999,0,1
10833,1,1,5,25,3,12,2.1199999,0,0,0,0,0,0,0,0,5,25,3,12,2.1199999,0,1
10835,0,1,1,1,6,6,1.7,0,0,0,0,0,0,0,0,1,1,6,6,1.7,0,1
10835,0,1,2,4,6,6,1.7,0,0,0,0,0,0,0,0,2,4,6,6,1.7,0,1
10835,0,1,3,9,6,7,2.0999999,0,0,0,0,0,0,0,0,3,9,6,7,2.0999999,0,1
10835,0,1,4,16,6,8,2.0999999,0,0,0,0,0,0,0,0,4,16,6,8,2.0999999,0,1
10857,0,1,1,1,4,2,1.4400001,0,0,0,0,0,0,0,0,1,1,4,2,1.4400001,0,1
10857,0,1,2,4,4,3,1.4400001,0,0,0,0,0,0,0,0,2,4,4,3,1.4400001,0,1
10857,0,1,3,9,4,3,1.4400001,0,0,0,0,0,0,0,0,3,9,4,3,1.4400001,0,1
10857,0,1,4,16,4,3,1.4400001,0,0,0,0,0,0,0,0,4,16,4,3,1.4400001,0,1
10857,1,1,5,25,4,3,1,0,0,0,0,0,0,0,0,5,25,4,3,1,0,1
10937,0,1,1,1,4,2,2.2,0,0,0,0,0,0,0,0,1,1,4,2,2.2,0,1
10937,0,1,2,4,4,2,2.2,0,0,0,0,0,0,0,0,2,4,4,2,2.2,0,1
10937,0,1,3,9,4,2,2.2,0,0,0,0,0,0,0,0,3,9,4,2,2.2,0,1
10937,0,1,4,16,4,2,2.2,0,0,0,0,0,0,0,0,4,16,4,2,2.2,0,1
10937,0,1,5,25,4,2,2.2,0,0,0,0,0,0,0,0,5,25,4,2,2.2,0,1
10937,0,1,6,36,4,3,2.2,0,0,0,0,0,0,0,0,6,36,4,3,2.2,0,1
10937,0,1,7,49,4,4,2.2,0,0,0,0,0,0,0,0,7,49,4,4,2.2,0,1
10937,0,1,8,64,4,6,2.2,0,0,0,0,0,0,0,0,8,64,4,6,2.2,0,1
10938,0,1,1,1,7,3,2.5599999,0,0,0,0,0,0,0,0,1,1,7,3,2.5599999,0,1
10938,0,1,2,4,7,3,2.5599999,0,0,0,0,0,0,0,0,2,4,7,3,2.5599999,0,1
10938,0,1,3,9,7,3,2.5599999,0,0,0,0,0,0,0,0,3,9,7,3,2.5599999,0,1
10938,0,1,4,16,7,3,2.5599999,0,0,0,0,0,0,0,0,4,16,7,3,2.5599999,0,1
10938,0,1,5,25,7,3,2.5599999,0,0,0,0,0,0,0,0,5,25,7,3,2.5599999,0,1
10938,0,1,6,36,7,3,2.5599999,0,0,0,0,0,0,0,0,6,36,7,3,2.5599999,0,1
10938,0,1,7,49,7,3,2.5599999,0,0,0,0,0,0,0,0,7,49,7,3,2.5599999,0,1
10938,0,1,8,64,7,3,2.5599999,0,0,0,0,0,0,0,0,8,64,7,3,2.5599999,0,1
10938,0,1,9,81,7,3,2.5599999,0,0,0,0,0,0,0,0,9,81,7,3,2.5599999,0,1
10938,0,1,10,100,7,3,2.5599999,0,0,0,0,0,0,0,0,10,100,7,3,2.5599999,0,1
10938,0,1,11,121,7,3,2.5599999,0,0,0,0,0,0,0,0,11,121,7,3,2.5599999,0,0
10938,0,1,12,144,7,3,2.5599999,0,0,0,0,0,0,0,0,12,144,7,3,2.5599999,0,0
10938,0,1,13,169,7,3,2.5599999,0,0,0,0,0,0,0,0,13,169,7,3,2.5599999,0,0
10938,0,1,14,196,7,3,2.5599999,0,0,0,0,0,0,0,0,14,196,7,3,2.5599999,0,0
10938,0,1,15,225,7,3,2.5599999,0,0,0,0,0,0,0,0,15,225,7,3,2.5599999,0,0
10938,0,1,16,256,7,3,2.5599999,0,0,0,0,0,0,0,0,16,256,7,3,2.5599999,0,0
10938,0,1,17,289,7,3,2.5599999,0,0,0,0,0,0,0,0,17,289,7,3,2.5599999,0,0
10952,0,1,1,1,4,0,1.63,0,0,0,0,0,0,0,0,1,1,4,0,1.63,0,1
10952,0,1,2,4,4,1,1.63,0,0,0,0,0,0,0,0,2,4,4,1,1.63,0,1
10952,0,1,3,9,4,1,1.63,0,0,0,0,0,0,0,0,3,9,4,1,1.63,0,1
10952,0,1,4,16,4,1,1.63,0,0,0,0,0,0,0,0,4,16,4,1,1.63,0,1
10975,0,1,1,1,7,4,3.04,0,0,0,0,0,0,0,0,1,1,7,4,3.04,0,1
10975,0,1,2,4,7,7,3.04,0,0,0,0,0,0,0,0,2,4,7,7,3.04,0,1
10975,0,1,3,9,7,9,3.04,0,0,0,0,0,0,0,0,3,9,7,9,3.04,0,1
10975,0,1,4,16,7,9,3.04,0,0,0,0,0,0,0,0,4,16,7,9,3.04,0,1
10975,0,1,5,25,7,12,3.04,0,0,0,0,0,0,0,0,5,25,7,12,3.04,0,1
10975,0,1,6,36,7,12,3.04,0,0,0,0,0,0,0,0,6,36,7,12,3.04,0,1
10975,0,1,7,49,7,13,3.04,0,0,0,0,0,0,0,0,7,49,7,13,3.04,0,1
10975,1,1,8,64,7,15,3.04,0,0,0,0,0,0,0,0,8,64,7,15,3.04,0,1
10978,0,1,1,1,3,0,1.9400001,0,0,0,0,0,0,0,0,1,1,3,0,1.9400001,0,1
10978,0,1,2,4,3,1,1.9400001,0,0,0,0,0,0,0,0,2,4,3,1,1.9400001,0,1
10978,0,1,3,9,3,2,1.9400001,0,0,0,0,0,0,0,0,3,9,3,2,1.9400001,0,1
10978,0,1,4,16,3,2,1.9400001,0,0,0,0,0,0,0,0,4,16,3,2,1.9400001,0,1
10978,0,1,5,25,3,2,1.9400001,0,0,0,0,0,0,0,0,5,25,3,2,1.9400001,0,1
10978,0,1,6,36,3,2,1.9400001,0,0,0,0,0,0,0,0,6,36,3,2,1.9400001,0,1
10978,0,1,7,49,3,3,1.9400001,0,0,0,0,0,0,0,0,7,49,3,3,1.9400001,0,1
10978,1,1,8,64,3,4,1.9400001,0,0,0,0,0,0,0,0,8,64,3,4,1.9400001,0,1
10979,0,1,1,1,7,4,3.8399999,0,0,0,0,0,0,0,0,1,1,7,4,3.8399999,0,1
10979,0,1,2,4,7,5,3.8399999,0,0,0,0,0,0,0,0,2,4,7,5,3.8399999,0,1
10979,0,1,3,9,7,9,3.8399999,0,0,0,0,0,0,0,0,3,9,7,9,3.8399999,0,1
10979,1,1,4,16,7,12,2.24,0,0,0,0,0,0,0,0,4,16,7,12,2.24,0,1
10984,0,1,1,1,7,13,3.3599999,0,0,0,0,0,0,0,0,1,1,7,13,3.3599999,0,1
10984,1,1,2,4,7,13,3.3599999,0,0,0,0,0,0,0,0,2,4,7,13,3.3599999,0,1
10987,0,1,1,1,7,0,1.3,0,0,0,0,0,0,0,0,1,1,7,0,1.3,0,1
10987,0,1,2,4,7,0,1.3,0,0,0,0,0,0,0,0,2,4,7,0,1.3,0,1
10987,0,1,3,9,7,2,2.3599999,0,0,0,0,0,0,0,0,3,9,7,2,2.3599999,0,1
10987,0,1,4,16,7,4,2.3599999,0,0,0,0,0,0,0,0,4,16,7,4,2.3599999,0,1
10987,0,1,5,25,7,4,2.3599999,0,0,0,0,0,0,0,0,5,25,7,4,2.3599999,0,1
10987,0,1,6,36,7,5,2.3599999,0,0,0,0,0,0,0,0,6,36,7,5,2.3599999,0,1
10987,0,1,7,49,7,5,2.3599999,0,0,0,0,0,0,0,0,7,49,7,5,2.3599999,0,1
10987,0,1,8,64,7,5,2.3599999,0,0,0,0,0,0,0,0,8,64,7,5,2.3599999,0,1
10987,0,1,9,81,7,6,2.3599999,0,0,0,0,0,0,0,0,9,81,7,6,2.3599999,0,1
10987,0,1,10,100,7,6,2.3599999,0,0,0,0,0,0,0,0,10,100,7,6,2.3599999,0,1
10987,0,1,11,121,7,7,2.3599999,0,0,0,0,0,0,0,0,11,121,7,7,2.3599999,0,0
10987,0,1,12,144,7,7,2.3599999,0,0,0,0,0,0,0,0,12,144,7,7,2.3599999,0,0
10987,0,1,13,169,7,8,2.3599999,0,0,0,0,0,0,0,0,13,169,7,8,2.3599999,0,0
10989,0,1,1,1,6,1,2.45,0,0,0,0,0,0,0,0,1,1,6,1,2.45,0,1
10989,0,1,2,4,6,1,2.45,0,0,0,0,0,0,0,0,2,4,6,1,2.45,0,1
10989,0,1,3,9,6,2,2.45,0,0,0,0,0,0,0,0,3,9,6,2,2.45,0,1
10996,0,1,1,1,6,7,3.2,0,0,0,0,0,0,0,0,1,1,6,7,3.2,0,1
10996,0,1,2,4,6,7,3.2,0,0,0,0,0,0,0,0,2,4,6,7,3.2,0,1
10996,0,1,3,9,6,7,3.2,0,0,0,0,0,0,0,0,3,9,6,7,3.2,0,1
10996,0,1,4,16,6,9,3.2,0,0,0,0,0,0,0,0,4,16,6,9,3.2,0,1
10996,0,1,5,25,6,9,3.2,0,0,0,0,0,0,0,0,5,25,6,9,3.2,0,1
10996,0,1,6,36,6,10,3.2,0,0,0,0,0,0,0,0,6,36,6,10,3.2,0,1
10996,0,1,7,49,6,14,3.2,0,0,0,0,0,0,0,0,7,49,6,14,3.2,0,1
10996,1,1,8,64,6,16,3.2,0,0,0,0,0,0,0,0,8,64,6,16,3.2,0,1
10997,0,1,1,1,1,4,2.8800001,0,0,0,0,0,0,0,0,1,1,1,4,2.8800001,0,1
10997,0,1,2,4,1,4,2.8800001,0,0,0,0,0,0,0,0,2,4,1,4,2.8800001,0,1
10997,1,1,3,9,1,4,2.8800001,0,0,0,0,0,0,0,0,3,9,1,4,2.8800001,0,1
11006,0,1,1,1,4.9499998,5,3.2,0,0,0,0,0,0,0,0,1,1,4.9499998,5,3.2,0,1
11006,0,1,2,4,4.9499998,5,3.2,0,0,0,0,0,0,0,0,2,4,4.9499998,5,3.2,0,1
11006,0,1,3,9,4.9499998,8,3.2,0,0,0,0,0,0,0,0,3,9,4.9499998,8,3.2,0,1
11006,0,1,4,16,4.9499998,9,3.2,0,0,0,0,0,0,0,0,4,16,4.9499998,9,3.2,0,1
11006,1,1,5,25,4.9499998,11,3.2,0,0,0,0,0,0,0,0,5,25,4.9499998,11,3.2,0,1
11009,0,1,1,1,4,5,2.24,0,0,0,0,0,0,0,0,1,1,4,5,2.24,0,1
11009,0,1,2,4,4,6,2.24,0,0,0,0,0,0,0,0,2,4,4,6,2.24,0,1
11009,0,1,3,9,4,7,2.24,0,0,0,0,0,0,0,0,3,9,4,7,2.24,0,1
11009,0,1,4,16,4,8,2.24,0,0,0,0,0,0,0,0,4,16,4,8,2.24,0,1
11009,0,1,5,25,4,9,2.24,0,0,0,0,0,0,0,0,5,25,4,9,2.24,0,1
11009,0,1,6,36,4,10,2.24,0,0,0,0,0,0,0,0,6,36,4,10,2.24,0,1
11009,0,1,7,49,4,12,2.24,0,0,0,0,0,0,0,0,7,49,4,12,2.24,0,1
11009,1,1,8,64,4,13,2.24,0,0,0,0,0,0,0,0,8,64,4,13,2.24,0,1
11010,0,1,1,1,4.9499998,7,2.72,0,0,0,0,0,0,0,0,1,1,4.9499998,7,2.72,0,1
11010,0,1,2,4,4.9499998,9,2.72,0,0,0,0,0,0,0,0,2,4,4.9499998,9,2.72,0,1
11010,1,1,3,9,4.9499998,9,2.72,0,0,0,0,0,0,0,0,3,9,4.9499998,9,2.72,0,1
11011,0,1,1,1,6,3,2.52,0,0,0,0,0,0,0,0,1,1,6,3,2.52,0,1
11011,0,1,2,4,6,3,2.52,0,0,0,0,0,0,0,0,2,4,6,3,2.52,0,1
11011,0,1,3,9,6,4,2.52,0,0,0,0,0,0,0,0,3,9,6,4,2.52,0,1
11011,0,1,4,16,6,5,2.52,0,0,0,0,0,0,0,0,4,16,6,5,2.52,0,1
11011,0,1,5,25,6,5,2.52,0,0,0,0,0,0,0,0,5,25,6,5,2.52,0,1
11011,0,1,6,36,6,5,2.52,0,0,0,0,0,0,0,0,6,36,6,5,2.52,0,1
11011,0,1,7,49,6,7,2.52,0,0,0,0,0,0,0,0,7,49,6,7,2.52,0,1
11011,0,1,8,64,6,7,2.52,0,0,0,0,0,0,0,0,8,64,6,7,2.52,0,1
11011,0,1,9,81,6,8,2.52,0,0,0,0,0,0,0,0,9,81,6,8,2.52,0,1
11011,0,1,10,100,6,9,2.52,0,0,0,0,0,0,0,0,10,100,6,9,2.52,0,1
11011,0,1,11,121,6,10,2.52,0,0,0,0,0,0,0,0,11,121,6,10,2.52,0,0
11011,0,1,12,144,6,12,2.52,0,0,0,0,0,0,0,0,12,144,6,12,2.52,0,0
11011,1,1,13,169,6,15,2.52,0,0,0,0,0,0,0,0,13,169,6,15,2.52,0,0
11012,0,1,1,1,7,4,1.83,0,0,0,0,0,0,0,0,1,1,7,4,1.83,0,1
11012,0,1,2,4,7,6,1.83,0,0,0,0,0,0,0,0,2,4,7,6,1.83,0,1
11012,0,1,3,9,7,6,1.83,0,0,0,0,0,0,0,0,3,9,7,6,1.83,0,1
11012,0,1,4,16,7,6,1.48,0,0,0,0,0,0,0,0,4,16,7,6,1.48,0,1
11012,1,1,5,25,7,6,1.8200001,0,0,0,0,0,0,0,0,5,25,7,6,1.8200001,0,1
11022,0,1,1,1,7,3,3.3599999,0,0,0,0,0,0,0,0,1,1,7,3,3.3599999,0,1
11022,0,1,2,4,7,5,3.3599999,0,0,0,0,0,0,0,0,2,4,7,5,3.3599999,0,1
11022,0,1,3,9,7,6,3.3599999,0,0,0,0,0,0,0,0,3,9,7,6,3.3599999,0,1
11022,0,1,4,16,7,6,3.3599999,0,0,0,0,0,0,0,0,4,16,7,6,3.3599999,0,1
11022,0,1,5,25,7,6,3.3599999,0,0,0,0,0,0,0,0,5,25,7,6,3.3599999,0,1
11022,0,1,6,36,7,11,3.3599999,0,0,0,0,0,0,0,0,6,36,7,11,3.3599999,0,1
11022,0,1,7,49,7,11,3.3599999,0,0,0,0,0,0,0,0,7,49,7,11,3.3599999,0,1
11022,1,1,8,64,7,12,3.3599999,0,0,0,0,0,0,0,0,8,64,7,12,3.3599999,0,1
11024,0,1,1,1,4,0,1.7,0,0,0,0,0,0,0,0,1,1,4,0,1.7,0,1
11024,0,1,2,4,4,1,1.7,0,0,0,0,0,0,0,0,2,4,4,1,1.7,0,1
11024,0,1,3,9,4,2,1.7,0,0,0,0,0,0,0,0,3,9,4,2,1.7,0,1
11024,0,1,4,16,4,2,1.7,0,0,0,0,0,0,0,0,4,16,4,2,1.7,0,1
11024,0,1,5,25,4,2,1.7,0,0,0,0,0,0,0,0,5,25,4,2,1.7,0,1
11024,0,1,6,36,4,3,1.7,0,0,0,0,0,0,0,0,6,36,4,3,1.7,0,1
11024,1,1,7,49,4,3,1.7,0,0,0,0,0,0,0,0,7,49,4,3,1.7,0,1
11025,0,1,1,1,7,3,1.7,0,0,0,0,0,0,0,0,1,1,7,3,1.7,0,1
11032,0,1,1,1,3,0,2.47,0,0,0,0,0,0,0,0,1,1,3,0,2.47,0,1
11032,0,1,2,4,3,1,2.47,0,0,0,0,0,0,0,0,2,4,3,1,2.47,0,1
11032,0,1,3,9,3,1,2.47,0,0,0,0,0,0,0,0,3,9,3,1,2.47,0,1
11032,0,1,4,16,3,3,2.47,0,0,0,0,0,0,0,0,4,16,3,3,2.47,0,1
11032,0,1,5,25,3,6,2.47,0,0,0,0,0,0,0,0,5,25,3,6,2.47,0,1
11032,0,1,6,36,3,8,2.47,0,0,0,0,0,0,0,0,6,36,3,8,2.47,0,1
11032,1,1,7,49,3,11,2.47,0,0,0,0,0,0,0,0,7,49,3,11,2.47,0,1
11036,0,1,1,1,7,2,3.52,0,0,0,0,0,0,0,0,1,1,7,2,3.52,0,1
11036,0,1,2,4,7,4,3.52,0,0,0,0,0,0,0,0,2,4,7,4,3.52,0,1
11036,0,1,3,9,7,5,3.52,0,0,0,0,0,0,0,0,3,9,7,5,3.52,0,1
11037,0,1,1,1,4,2,3.2,0,0,0,0,0,0,0,0,1,1,4,2,3.2,0,1
11037,0,1,2,4,4,2,3.2,0,0,0,0,0,0,0,0,2,4,4,2,3.2,0,1
11037,0,1,3,9,4,2,3.2,0,0,0,0,0,0,0,0,3,9,4,2,3.2,0,1
11037,0,1,4,16,4,4,3.2,0,0,0,0,0,0,0,0,4,16,4,4,3.2,0,1
11037,0,1,5,25,4,5,3.2,0,0,0,0,0,0,0,0,5,25,4,5,3.2,0,1
11037,1,1,6,36,4,5,3.2,0,0,0,0,0,0,0,0,6,36,4,5,3.2,0,1
11041,0,1,1,1,7,8,3.6800001,0,0,0,0,0,0,0,0,1,1,7,8,3.6800001,0,1
11041,0,1,2,4,7,10,3.6800001,0,0,0,0,0,0,0,0,2,4,7,10,3.6800001,0,1
11041,0,1,3,9,7,12,3.6800001,0,0,0,0,0,0,0,0,3,9,7,12,3.6800001,0,1
11041,0,1,4,16,7,14,3.6800001,0,0,0,0,0,0,0,0,4,16,7,14,3.6800001,0,1
11041,0,1,5,25,7,15,3.6800001,0,0,0,0,0,0,0,0,5,25,7,15,3.6800001,0,1
11041,0,1,6,36,7,15,3.6800001,0,0,0,0,0,0,0,0,6,36,7,15,3.6800001,0,1
11041,0,1,7,49,7,18,3.6800001,0,0,0,0,0,0,0,0,7,49,7,18,3.6800001,0,1
11041,0,1,8,64,7,19,3.6800001,0,0,0,0,0,0,0,0,8,64,7,19,3.6800001,0,1
