Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major
4,3,1,3,2,5,2,4,2,5,5,2,3,4,5,9546,9635,4855,4933,2632,7855,5637,3233,5284,4272,7424,5846,4725,6274,4201,5,88,141,6,5,5,7,7,2,6,2,5,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,1,1,18,1,2,2,4,1,1,2,
4,2,1,2,3,3,2,1,1,3,4,1,1,2,5,8633,2141,6848,3113,18750,5483,5226,2261,3665,4290,7079,4017,1917,5544,4988,3,85,83,1,6,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,1,19,3,2,2,5,1,1,2,linguistics 
3,2,1,1,2,3,2,3,1,4,4,2,2,3,5,9114,8998,5568,5919,4959,4808,5961,6858,5450,5117,5007,6970,6294,5889,5269,27,94,129,6,7,3,6,7,3,6,6,2,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,1,18,1,1,1,4,2,1,2,
4,4,1,2,5,4,2,1,1,3,4,3,1,3,5,4715,5493,2296,3376,3904,4384,4801,3215,2273,7064,5448,5184,5992,3952,2296,2,65,81,1,5,6,7,7,6,5,5,2,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,2,1,1,18,1,1,3,4,2,1,2,
1,2,1,1,1,2,1,1,1,4,2,1,1,2,5,8348,6464,3888,3348,22718,11004,4140,689,1944,4799,5510,4313,3879,4987,6436,104,94,140,6,5,6,3,6,6,6,2,5,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,1,1,20,1,1,1,4,2,1,2,Environmental Soil & Water Science
5,5,3,4,2,5,5,1,2,2,4,4,1,3,5,6832,13698,10174,5889,227606,15387,11419,6319,8433,5203,5389,11118,3273,5467,5638,3,343,2729,6,2,1,5,7,5,7,6,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,16,1,6,1,4,2,1,3,Law
2,1,1,1,1,1,1,1,1,5,1,1,1,1,5,15531,4759,4714,4888,4450,6717,4934,3333,2849,5751,10400,4518,6067,9034,1033,97,90,154,6,7,6,3,7,3,6,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,22,1,2,1,4,1,1,3,Political Science
5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,12072,11236,9605,6267,4283,6591,18685,3073,5396,4211,5594,7537,5907,13797,16038,3,132,139,6,6,7,3,7,6,6,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,16,2,1,1,1,2,1,2,
2,5,4,1,1,2,3,4,2,2,1,2,1,4,5,10346,104965,10700,18366,9670,22266,10851,7696,11136,11803,10423,17619,15348,10316,16338,11,289,473,2,2,5,5,7,7,7,7,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,23,1,2,1,5,1,1,2,Mechanical Engineering
5,3,3,1,4,5,2,4,2,5,5,1,3,4,5,7822,9064,163531,5826,8604,4149,7626,2705,5441,8307,6629,9523,9976,7664,6619,3,265,124,4,2,5,4,6,5,6,7,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,21,1,2,1,4,1,1,2,
2,1,1,1,4,2,1,1,1,1,1,1,1,1,3,7065,2383,2777,2929,5928,8722,8975,1112,1697,1352,5644,3493,3870,3665,2516,517,65,149,2,1,4,6,5,7,7,5,4,7,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,2,3,1,19,1,12,2,4,1,1,2,
1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,19681,2439,10561,4479,12088,4639,9527,4456,8544,10831,13590,9161,8640,5784,6479,6,132,148,2,6,5,6,4,6,4,3,3,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,2,2,1,15,1,1,1,4,2,1,3,n/a
4,2,1,2,4,4,2,1,1,4,4,2,1,4,5,6860,5530,3607,5005,5096,3984,5084,2808,3068,4794,7877,6350,4994,3978,6879,3,77,110,2,5,6,2,2,5,2,1,6,6,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,1,16,2,2,1,4,2,1,2,
2,2,1,2,2,2,1,1,1,2,2,1,1,2,4,11206,9295,5750,4217,14885,7067,5334,7134,3834,6252,8115,11085,8319,13601,7349,22,140,277,2,2,6,5,3,7,6,5,4,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,1,1,30,2,1,1,5,2,1,3,Psychology
5,5,1,3,5,4,5,1,5,5,5,5,1,2,5,13676,15885,5525,7292,7282,6030,6758,3128,4203,5680,6127,7273,10556,8183,6433,4,118,155,2,1,7,2,7,7,7,5,7,3,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,1,2,18,1,12,4,4,2,1,2,
5,5,1,3,5,5,1,3,3,5,5,1,3,3,5,8605,12485,8864,5552,10400,5240,8055,14544,8137,7080,5503,13200,4744,5928,6127,4,127,166,6,7,7,1,7,3,6,3,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,1,1,52,2,1,1,4,2,2,4,Forestry
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8725,7046,5382,5000,6450,7706,5795,3826,4424,6618,4985,11530,6260,6097,5218,3,96,217,1,6,6,2,7,7,7,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,37,1,7,1,4,2,1,2,Electrical
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16779,11751,5352,3736,6208,6487,17456,1632,5017,8639,3464,5240,3512,4968,4784,11,114,252,3,2,6,2,7,5,7,3,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,2,1,47,2,2,1,4,1,2,3,English
5,3,1,2,4,5,2,1,3,4,4,4,1,1,5,8149,4137,1695,14032,5104,2279,5552,2934,2520,9386,1121,7713,3796,2563,3917,16,77,117,1,3,1,7,6,7,4,5,2,6,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2,1,2,1,26,2,2,2,4,1,1,4,
5,4,4,3,3,4,4,4,4,4,5,3,3,3,4,79188,13689,3451,4345,4733,5361,17915,4610,4762,3700,6059,12031,4400,4605,5404,21,176,111,2,2,4,2,6,7,5,5,6,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,3,2,2,17,1,1,1,5,2,1,7,
3,2,1,1,4,3,2,1,1,4,3,2,1,3,4,6204,6756,1917,2338,3457,6429,5559,1133,1346,4069,9225,2570,2073,7857,5972,4,68,82,6,5,4,3,6,2,6,3,6,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,2,1,1,15,1,4,3,1,2,1,2,
4,3,4,4,5,4,5,5,3,5,3,4,2,4,5,7399,8055,4243,4508,4297,5298,6636,2696,8826,13292,3910,10635,20433,7036,4517,9,114,155,3,6,5,7,2,7,3,7,3,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,1,14,1,2,2,4,2,0,4,
3,1,1,3,0,4,1,1,1,4,4,2,2,2,5,7137,8454,4613,5875,0,21684,3759,7478,4015,4575,8009,11049,6981,4339,7155,4,107,116,3,6,1,5,7,6,4,7,3,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,2,2,15,1,2,2,2,2,1,2,medicine
5,4,2,3,2,5,4,1,4,4,5,4,1,4,5,12757,9439,9088,5435,15325,8792,9538,2670,9705,12151,6875,9314,5425,6285,4748,638,134,100,5,7,5,7,7,5,7,7,5,2,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,1,2,2,25,1,2,5,4,2,1,4,
5,2,2,4,4,4,2,2,4,4,4,3,2,4,4,4333,14961,3313,4732,2250,3343,3870,2039,2246,1933,2660,5167,2149,2062,1467,3532,58,153,7,5,6,5,7,3,5,5,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,29,1,2,2,1,2,3,1,Psychology
5,2,2,4,2,4,2,1,1,3,3,2,2,4,5,13768,10293,4958,5779,9245,6590,23894,3986,5694,9189,12840,8633,9026,6591,10175,3,143,225,4,5,3,6,5,7,5,5,3,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,2,1,1,21,1,12,1,5,1,1,2,it
5,5,3,4,5,5,3,3,3,4,5,3,2,3,5,4777,6137,6340,3360,4286,5455,3688,3971,4049,6846,4451,3860,7636,5512,2930,140,74,90,1,7,5,7,7,7,1,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,2,3,2,1,20,1,2,2,4,2,1,1,French
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,23229,0,4909,1331,2120,3304,3720,3920,2272,3880,0,10968,1961,4208,6319,12,82,94,6,7,7,3,5,3,6,6,3,5,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,3,1,2,17,1,1,1,4,2,1,2,engineering
5,5,1,4,4,2,5,4,5,5,5,4,2,4,5,12709,10463,5716,6936,4883,7433,7304,4612,4950,7459,4988,7614,9483,7063,3788,143,110,180,4,2,7,2,6,4,6,1,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,52,1,9,1,4,1,2,4,engineering
4,3,2,4,5,4,3,3,4,5,4,3,3,5,5,7801,18901,5112,13387,6783,13315,12955,10542,8081,8883,9648,11820,8789,8869,22281,1387,175,152,3,5,2,7,5,7,4,3,1,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,1,17,1,12,2,4,2,1,1,
2,2,1,2,5,3,2,2,3,5,3,2,1,2,5,21546,25938,23182,11520,19171,17943,10558,7533,23793,18889,72828,11191,12953,14981,6567,3,300,201,2,3,7,6,5,7,7,1,5,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,1,1,41,1,1,1,4,2,2,1,English
4,3,4,2,4,5,4,5,1,3,3,3,1,1,4,5639,7015,3387,4097,4835,3595,5475,3024,2449,5135,6152,12457,5112,4397,4522,6,79,145,3,5,5,2,7,6,5,3,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,16,1,1,2,4,2,1,3,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6630,4867,4115,4697,4341,4913,4661,3362,5265,4988,5332,5603,4119,6392,4019,68,74,203,2,6,5,3,6,4,2,7,2,2,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,2,2,1,15,1,6,1,4,2,1,2,
5,1,2,2,4,5,4,4,5,5,5,4,3,4,5,3608,4195,4344,6162,1054,7074,2662,2753,4330,5885,4172,8307,5011,3968,3198,4,68,95,6,7,2,5,7,1,1,4,2,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,3,1,13,3,12,3,2,2,1,2,N/A
2,2,4,2,3,2,2,4,1,5,4,2,3,2,4,7898,7598,10824,1048,4472,7999,4273,3127,5486,7466,6204,5152,4090,6297,5741,2,89,126,2,1,2,7,6,6,6,5,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,17,1,2,2,4,2,1,2,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7132,10732,1982,3084,4301,3567,3835,1816,3450,6802,4009,1649,824,1853,1775,1523,58,147,4,1,6,1,7,2,7,3,7,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,3,1,1,55,1,2,2,4,1,2,5,Engineering
1,2,1,1,1,1,0,1,1,2,1,1,1,1,1,10572,15665,3759,5014,6210,6704,0,17793,6558,6690,7867,5591,5201,8432,6057,3,115,114,5,5,5,3,5,4,4,3,5,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,2,55,1,2,1,4,1,1,4,Psychology
1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,11861,5047,2818,3244,7491,2318,1862,4922,6688,3620,4730,9401,650,4733,10475,2,81,108,2,3,6,7,7,6,6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,19,1,1,4,4,2,1,2,
5,4,1,4,3,5,3,4,5,4,5,5,4,5,5,23891,1041,21413,10499,17527,7317,25797,5824,6193,10227,14495,8890,7613,6390,6328,14,178,180,2,6,2,5,7,5,4,5,4,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,2,2,2,15,1,10,1,1,2,1,2,
5,4,3,4,2,3,2,3,4,4,4,4,3,4,4,12514,12373,5668,29499,4655,14398,6955,7704,4906,16624,65513,7408,8096,11195,8691,4,218,441,3,5,5,6,5,6,6,3,4,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,32,1,1,1,4,1,2,2,Biology
4,3,1,3,2,3,3,2,3,3,3,3,3,3,4,14274,16848,7199,23671,13592,7856,9704,6951,8319,12344,8616,6583,6856,10080,8560,2,163,171,4,2,6,5,6,6,6,2,6,2,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,2,3,1,1,67,1,12,0,0,2,2,2,drafting
1,2,1,1,2,1,1,1,1,2,1,1,1,1,3,5462,9270,1794,2180,4559,3411,3840,2169,3046,3821,3067,4206,4243,3445,6382,12,62,94,3,5,6,2,6,5,5,2,6,3,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,22,1,2,2,4,1,1,2,psychology
3,3,2,1,4,2,3,1,1,4,2,3,2,2,4,11873,34579,6502,7645,8616,16237,5105,8419,4950,7426,12484,6761,12671,8326,10996,121,165,223,2,3,2,7,7,7,6,7,2,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,2,2,1,17,1,1,3,4,2,1,1,
2,4,4,5,5,5,5,5,5,3,2,4,2,5,5,11128,7487,5796,5258,5644,4753,3782,919,2434,5234,8801,3927,7289,4402,1613,367,80,61,6,3,5,5,7,5,3,5,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,23,1,12,1,4,2,1,5,History
5,1,1,1,4,1,1,1,1,1,3,1,1,5,4,8361,10380,7617,5568,11192,9141,5167,3785,9025,11517,15332,5918,11860,6604,12721,15,135,141,7,1,7,5,7,4,7,1,7,4,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,3,1,2,1,41,3,12,1,4,1,2,2,
2,3,2,2,4,2,5,3,4,2,2,4,1,1,3,14247,31766,23382,11415,47051,26004,9066,7470,8782,23800,33955,14802,15301,7230,17002,103,294,314,5,3,6,6,5,6,5,3,5,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,23,1,3,1,1,1,1,2,Psychology
3,2,1,2,1,2,2,1,1,4,3,3,1,2,3,8826,5152,3887,4561,6711,4352,9143,4353,4335,6824,8136,12520,7208,5584,6576,3,99,88,5,4,2,2,7,7,4,6,3,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,1,1,2,20,1,1,1,4,1,1,4,
5,5,3,3,5,5,5,3,3,5,5,5,3,5,5,4882,6544,3660,6842,4239,14103,4104,2784,6898,4883,4001,3656,3605,5043,3123,61,80,205,2,7,3,7,3,6,6,6,2,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,2,1,1,30,1,1,1,4,2,1,3,
2,2,1,1,1,2,1,1,1,4,3,4,1,1,2,6876,11242,5250,7384,9417,28695,6599,5784,6717,8816,12068,21127,33653,25810,10308,3,201,243,6,5,5,2,6,4,6,5,7,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,1,2,23,1,7,1,4,1,1,2,Design
5,4,2,3,5,3,4,4,4,4,4,4,2,2,5,3907,8705,4448,5536,2992,4864,2577,1872,3536,5944,5248,6257,6111,5440,3745,78,73,95,3,5,4,6,5,5,5,5,2,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,14,1,1,4,4,2,1,2,
5,5,3,4,5,4,5,4,3,4,3,4,4,4,5,5884,2501,14915,7090,4492,6531,11433,3248,5461,7763,7652,9790,3930,7179,1829,3,101,72,4,4,2,4,7,5,4,6,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,19,1,1,1,4,1,1,2,
5,4,2,4,4,4,4,2,4,4,4,4,2,4,5,2721,6500,2900,4231,2526,5499,4183,3455,4691,1607,2647,5475,3396,6200,1631,3,59,72,6,3,2,6,6,5,6,6,3,3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,3,2,1,17,1,2,2,4,2,1,3,
5,4,2,3,5,3,4,5,3,4,3,4,4,5,5,6813,9121,10800,6599,7569,7719,4617,3488,7888,9689,5975,6648,6921,5759,4984,19,106,159,7,4,6,3,6,4,7,7,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,2,1,60,1,1,1,4,1,3,2,marketing
2,4,1,4,3,4,1,1,1,3,4,2,1,4,5,8648,8018,6908,4399,17835,2116,7869,2497,4475,10360,16605,8388,4138,5754,3496,14,114,87,5,7,7,5,5,5,1,1,3,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,2,2,1,20,1,12,1,4,2,1,2,Public Health
5,5,3,3,2,3,2,4,1,1,4,3,1,2,4,13734,28369,41704,14878,21523,42344,23654,5326,9450,24226,26375,14374,21093,27331,19123,276,334,144,1,6,7,6,6,6,3,2,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,24,1,1,1,1,2,1,1,computer science
3,1,1,1,2,3,1,1,2,2,3,1,1,3,4,13863,5628,4291,20262,10743,7205,6407,2314,2950,11677,4663,3220,3889,5684,4036,17,110,106,5,6,3,6,7,5,5,5,4,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,1,3,1,26,1,1,2,4,2,1,2,mathematics
5,5,3,2,4,5,4,5,3,5,5,4,3,2,5,11649,17656,1137,9960,20134,8875,1219502,6760,9848,9103,10673,10478,8589,22405,5073,1542,1377,321,4,1,6,3,6,4,5,3,4,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,1,1,35,1,12,1,4,2,1,5,Computer Engineering
1,2,1,1,2,2,5,1,1,4,2,4,1,1,3,3783,11646,4685,4805,7384,5550,4547,4210,3070,3686,7262,6390,4784,6725,3232,3,83,97,5,6,1,6,5,5,3,5,3,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3,2,1,17,1,2,1,4,2,1,2,
2,2,1,1,2,1,1,1,1,4,3,1,1,1,5,22047,8284,4773,4806,7364,6263,12720,3331,8207,14750,30523,9665,45287,9371,19066,102,218,193,6,7,5,7,7,2,4,5,2,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,2,1,2,31,1,2,1,4,1,1,1,Social work
3,4,1,4,3,3,2,2,1,5,2,3,1,2,4,8649,9999,7777,6703,4883,8315,5750,7246,5686,6284,10814,6250,6583,6432,5571,11,108,161,3,2,4,5,6,5,5,3,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,2,3,2,44,3,1,5,4,2,3,1,psychology
1,2,1,1,3,1,2,1,1,4,3,1,1,1,3,5576,7742,5674,3537,5202,3338,7611,3226,2362,4400,8000,4740,4371,3387,3955,15,75,142,1,5,6,7,6,6,7,5,5,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,1,25,1,1,2,4,1,2,2,Computing
3,3,1,1,2,2,2,1,1,2,4,3,1,2,3,6938,9630,2842,3661,5181,3991,5163,1145,2134,3816,3766,9833,5659,10726,33414,2,110,105,3,5,1,7,6,5,7,6,1,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,33,1,2,1,4,1,1,2,
4,1,2,4,3,3,1,3,2,2,1,1,1,2,5,7765,9309,10677,6836,10499,5685,5278,9777,38438,9143,6706,8014,6205,7809,6431,18676,150,102,1,1,5,4,6,5,7,3,2,2,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,3,2,2,21,1,1,3,4,2,1,2,Journalism
5,2,4,5,3,5,1,4,4,3,4,3,2,5,5,5790,12416,7997,5650,5514,7081,6831,5541,7828,8663,6938,7484,7536,7104,5354,80,109,116,4,5,6,4,7,3,3,3,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,14,1,2,1,5,2,1,5,
2,4,4,4,4,2,4,4,4,4,2,2,4,4,4,10380,7037,8466,5824,5194,7000,6823,10393,6938,8548,8717,25623,5780,10718,10099,641,628,660,6,6,3,6,3,5,3,5,3,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,2,3,3,1,18,1,2,0,4,2,1,2,
2,2,1,1,2,2,2,1,1,2,3,2,1,3,5,7422,6326,3799,3914,3688,6602,5027,3158,3257,7682,4968,4778,4524,6448,5735,19,82,182,3,2,6,5,7,6,7,5,7,4,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,2,1,35,1,12,5,4,1,1,2,Engineering
4,2,1,2,1,2,1,1,1,5,1,1,1,1,2,14271,7641,7825,12634,6929,7541,5395,3589,4544,11350,8042,9390,7528,6666,10426,60,125,179,2,7,1,7,5,6,2,1,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,1,2,22,2,2,1,4,2,1,2,
1,2,1,1,4,1,4,1,1,5,3,4,1,3,5,10521,70542,11238,6637,14214,12532,9336,8188,3997,7846,15597,10081,6487,12519,7089,559,209,191,5,7,6,1,7,7,6,5,7,2,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,4,2,1,2,33,1,2,1,4,2,1,2,MBA
4,3,1,1,4,5,4,1,1,4,4,3,3,5,4,7688,2766,2726,5309,2300,3561,7431,1346,2249,7486,5741,2335,4918,5302,6483,313,70,147,3,5,5,1,6,7,5,5,7,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,3,3,1,1,18,1,3,2,4,1,1,1,Classics
5,5,1,1,5,5,1,1,3,3,5,3,1,3,5,7133,9961,8112,5192,6056,6604,7564,4041,7244,6969,6464,8636,7480,5253,5168,2,103,108,3,5,5,5,4,5,5,3,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,1,1,45,1,1,1,4,2,1,2,design
2,2,1,3,2,2,2,1,2,4,2,1,2,3,4,8413,11288,4734,7729,8400,9747,7015,3155,7158,6598,5215,9696,7428,8385,7438,2,114,124,5,6,7,1,5,3,3,2,7,2,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,2,2,2,17,1,2,2,1,2,1,4,
1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,18081,10910,7787,4830,6370,3519,6777,5739,4338,6575,9291,4498,9878,6807,5666,4,115,129,2,5,3,6,3,6,7,5,5,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,1,14,1,6,4,4,2,1,3,computer animation
2,3,1,2,4,3,2,2,2,3,4,4,3,3,2,4577,4405,2470,5025,3583,3239,4422,1039,2789,3817,2049,8440,17463,2570,4936,11,73,115,3,6,4,3,6,5,6,4,5,2,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,2,2,1,2,17,2,12,1,5,2,1,1,
5,1,1,1,5,1,1,1,1,5,5,2,1,2,5,7846,2976,2424,3064,3065,3559,4056,392,2968,7600,7912,6945,6264,9303,4073,4,75,126,5,6,6,2,5,6,7,7,4,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,1,1,20,1,7,1,5,2,1,2,English
3,4,1,1,5,1,3,1,1,4,1,1,1,4,5,5431,6056,3211,10185,1711,3956,3642,3680,2249,18265,46763,4648,1153,3592,5691,3247,121,83,6,5,4,5,7,6,5,4,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,3,1,18,3,1,2,4,1,1,2,n/a
3,3,1,2,2,2,1,1,1,2,4,1,1,2,5,27890,8784,3128,4990,22248,9487,9730,3547,2852,3917,4722,5341,6379,10322,5990,12,133,144,1,2,3,2,3,7,4,6,6,5,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3,3,1,1,29,1,1,1,5,2,1,2,English
1,1,1,2,3,2,1,2,4,4,4,1,1,2,5,5463,10581,3935,18848,9193,10736,4232,3740,9991,10362,8157,5239,12093,5830,9461,6,132,138,1,6,6,7,3,7,6,6,2,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,18,1,5,1,4,1,1,5,
5,5,4,5,3,5,4,5,3,3,4,5,3,3,5,18114,9662,8164,8344,9570,9774,10251,26037,9478,14158,13950,6311,9638,2433,26180,5,184,317,6,6,5,7,7,6,6,6,2,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,3,2,2,19,2,7,1,4,2,1,1,Medicine
5,2,1,1,4,5,1,1,1,4,2,1,1,3,5,6138,7118,3561,6097,6598,4981,4720,2658,2912,6272,11092,2378,4001,7738,4406,487,82,109,6,3,3,1,6,5,5,7,6,3,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2,2,2,1,20,1,2,1,4,1,1,3,neuroscience
1,1,1,1,1,1,1,1,1,4,2,1,1,1,3,23310,6654,2793,16571,3543,6971,4481,4715,3894,18441,4783,4792,5939,4252,7281,17,120,135,1,4,6,5,3,7,6,5,7,2,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,2,1,2,45,1,2,1,4,2,2,1,
5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,11564,5636,7822,2629,2977,3656,4318,5629,3002,3861,9156,1729,5449,5795,1576,5,82,200,1,5,6,7,6,7,5,4,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,19,1,3,4,4,2,1,3,
4,5,1,4,4,3,5,3,2,5,3,4,3,3,4,11093,9266,7139,6350,5390,6255,7352,6044,6114,5758,6052,7093,6679,7560,4917,20,104,206,5,2,6,5,5,6,6,4,5,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,42,1,7,1,4,1,2,2,Accounting
4,2,2,4,4,3,2,3,4,4,4,2,2,4,5,10045,8197,7778,5184,5914,5947,3502,5526,4035,6624,5849,7046,7864,4801,4251,898,95,88,1,5,6,5,3,5,6,2,2,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,42,1,1,1,4,1,2,3,Business
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11325,6991,6286,6587,8175,10241,5811,11319,5169,3966,3138,5982,3006,5186,2647,17,97,218,1,4,7,1,5,7,7,3,7,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,4,2,2,1,43,1,12,1,5,2,2,2,Business
4,4,3,5,5,3,4,5,2,5,4,2,5,4,5,30806,14040,10977,18284,9918,35790,13800,8693,14250,18024,11067,13025,15114,21802,9797,36,250,440,7,7,4,4,6,1,6,7,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,20,1,1,3,4,1,1,2,Law
