inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
0,0,0,0,58,8,0,0,2040,59,5,7.8529,37700,.58149999,3,3,7.5,0,0,37.700001,,0
0,0,0,5,38,13,0,0,3275,43,15,7.8168001,28200,.66149998,12,16,7.5,1,0,28.200001,,0
0,0,0,1,37,12,0,0,2400,39,12,9.1667004,34000,.66149998,7,12,5,0,8,34,,64
0,0,0,0,50,16,0,0,2024,51,17,29.643999,63200,.44150001,12,7,9.5,1,22,63.200001,,484
0,0,0,4,42,8,0,0,1840,44,6,4.0760999,7500,.79149997,3,3,7.5,1,5,7.5,,25
0,0,1,3,37,9,0,0,2033,37,17,8.3620005,17410,.72149998,10,10,9.5,1,10,17.41,,100
0,0,0,2,41,16,0,0,1946,40,17,12.062,51000,.44150001,16,17,9,1,1,51,,1
0,0,0,2,31,12,0,0,3660,31,12,2.3250999,12916,.75150001,10,7,3,0,1,12.916,,1
0,0,0,0,51,12,0,0,2088,55,11,10.01,21900,.66149998,7,7,5,1,6,21.9,,36
0,0,1,2,36,12,0,0,2048,41,12,5.2733998,17640,.75150001,7,7,5,0,4,17.639999,,16
0,0,0,0,54,15,0,0,1920,52,15,10.417,20000,.69150001,14,16,14,0,6,20,,36
0,0,0,0,49,12,0,0,2000,54,12,7.5,15000,.72149998,7,7,14,1,0,15,,0
0,0,1,1,48,9,0,0,2204,47,8,6.3520999,14060,.72149998,10,12,5,0,1,14.06,,1
0,0,0,2,42,9,0,0,3157,45,10,3.8071001,15825,.72149998,7,14,9.5,0,3,15.825,,9
0,0,1,2,41,12,0,0,1665,44,14,9.9098997,16510,.72149998,3,16,9.5,1,15,16.51,,225
0,0,0,0,55,16,0,0,2304,56,11,2.6701,13000,.72149998,12,12,7.5,0,33,13,,1089
0,0,0,0,42,9,0,0,2275,46,8,4.3955998,10000,.75150001,7,7,5,1,2,10,,4
0,0,0,1,32,15,0,0,2760,33,17,7.9710002,22000,.66149998,12,12,7.5,1,1,22,,1
0,0,0,2,43,12,0,0,1750,44,14,15.429,29800,.58149999,7,7,7.5,1,10,29.799999,,100
0,0,1,3,33,12,0,0,3366,37,13,1.9854,15000,.72149998,7,7,5,1,0,15,,0
0,0,0,1,48,15,0,0,2205,51,16,7.2561998,22300,.72149998,10,14,9.5,1,14,22.299999,,196
0,0,0,2,43,12,0,0,1990,48,9,7.0352001,14550,.72149998,3,16,7.5,1,15,14.55,,225
0,0,1,3,47,17,0,0,1930,57,16,8.1346998,19730,.69150001,14,12,7.5,1,15,19.73,,225
0,0,0,0,54,12,0,0,1350,60,12,11.981,35000,.55150002,12,12,7.5,1,10,35,,100
0,0,0,1,51,12,0,0,3340,52,12,5.9921999,21014,.66149998,7,3,7.5,1,6,21.014,,36
0,0,0,1,51,10,0,0,960,57,10,4.1458001,10876,.75150001,14,7,7.5,0,18,10.876,,324
0,0,1,1,43,13,0,0,2732,42,13,8.5101995,27850,.62150002,12,10,7.5,0,15,27.85,,225
0,0,0,0,53,12,0,0,1624,59,8,2.9631,9560,.75150001,0,3,3,0,30,9.5600004,,900
0,0,1,1,34,11,0,0,1804,36,12,8.8149004,30300,.62150002,7,7,7.5,0,15,30.299999,,225
0,0,1,1,31,8,0,0,2805,31,10,2.4955001,7720,.78149998,7,7,7.5,0,10,7.7199998,,100
0,0,0,0,56,12,0,0,2160,59,8,4.8843002,10550,.75150001,10,7,7.5,1,0,10.55,,0
0,0,0,1,42,16,0,0,2052,55,15,10.2,24106,.66149998,12,7,9.5,1,0,24.106001,,0
0,0,0,2,32,12,0,0,2250,35,16,10,22995,.66149998,12,14,9.5,1,4,22.995001,,16
0,0,1,3,35,12,0,0,1120,37,12,5.3571,6000,.80150002,12,12,9.5,1,0,6,,0
0,0,1,1,30,12,0,0,2450,36,14,9.7959003,24350,.66149998,14,14,9.5,1,3,24.35,,9
0,0,0,0,51,10,0,0,3432,50,11,1.3741,7608,.77149999,7,7,7.5,0,20,7.6079998,,400
0,0,0,3,47,12,0,0,2700,48,12,3.4630001,28200,.72149998,7,7,3,0,3,28.200001,,9
0,0,0,1,54,12,0,0,2817,55,13,5.0408001,16150,.72149998,3,7,3,0,1,16.15,,1
0,0,3,0,31,15,0,0,3000,34,17,16.667,51200,.44150001,7,10,7.5,1,5,51.200001,,25
0,0,0,0,47,10,0,0,2125,45,11,4.3294001,12646,.75150001,7,7,5,1,7,12.646,,49
0,0,0,3,47,14,0,0,1864,42,16,10.193,19000,.69150001,7,7,11,1,6,19,,36
0,0,0,3,40,12,0,0,2400,39,12,7.5833001,19000,.72149998,7,7,7.5,1,2,19,,4
0,0,0,0,48,8,0,0,2160,50,7,4.1204,14400,.75150001,3,3,7.5,0,0,14.4,,0
0,0,0,7,34,8,0,0,1040,51,7,4.8077002,7232,.94150001,3,7,11,1,10,7.2319999,,100
0,0,0,3,38,12,0,0,2450,42,16,3.1531,21943,.75150001,7,10,9.5,1,6,21.943001,,36
0,0,1,3,32,12,0,0,2500,34,16,19,47500,.46149999,7,10,7.5,1,4,47.5,,16
0,0,0,1,48,16,0,0,2131,45,17,6.0535002,28900,.62150002,12,7,7.5,1,8,28.9,,64
0,0,0,2,41,12,0,0,2165,46,7,3.7874999,12400,.77149999,7,7,7.5,0,18,12.4,,324
0,0,0,2,49,5,0,0,2230,43,3,2.9287,6531,.78149998,0,0,7.5,0,7,6.5310001,,49
0,0,0,0,59,8,0,0,1995,55,12,9.2972002,22422,.69150001,3,7,11,1,15,22.422001,,225
0,0,0,0,58,13,0,0,2025,57,16,9.3827,22200,.66149998,7,7,11,1,7,22.200001,,49
0,0,0,3,41,12,0,0,2450,48,15,26.531,77000,.44150001,7,14,14,1,8,77,,64
0,0,0,2,45,12,0,0,2160,45,12,40.508999,88000,.44150001,10,10,14,1,8,88,,64
0,0,1,1,30,14,0,0,1715,32,17,15.16,26040,.62150002,12,10,11,0,3,26.040001,,9
0,0,0,1,41,12,0,0,3018,42,16,18.964001,63500,.44150001,7,7,7.5,1,10,63.5,,100
0,0,2,0,30,12,0,0,2216,33,16,5.4152002,12100,.75150001,10,10,7.5,0,9,12.1,,81
0,0,0,1,53,12,0,0,2499,54,12,1.9988,17505,.75150001,12,7,7.5,1,24,17.504999,,576
0,0,0,0,31,12,0,0,2250,37,14,8,18000,.69150001,10,7,7.5,0,12,18,,144
0,0,0,2,43,14,0,0,2116,44,17,11.153,28069,.66149998,12,12,11,1,2,28.069,,4
0,0,1,1,31,12,0,0,2016,30,14,5.9524002,14000,.75150001,12,14,14,1,6,14,,36
0,0,0,0,51,12,0,0,2470,60,10,2.1194,8117,.75150001,10,3,7.5,1,18,8.1169996,,324
0,0,0,0,43,9,0,0,1640,45,12,3.8383999,11895,.77149999,7,7,5,1,17,11.895,,289
0,0,1,2,31,14,0,0,2016,34,16,17.361,45250,.49149999,16,16,5,1,7,45.25,,49
0,0,0,0,48,11,0,0,2185,48,12,8.0092001,31106,.69150001,7,10,9.5,1,6,31.106001,,36
0,0,1,1,31,12,0,0,800,33,14,3,4000,.80150002,12,7,9.5,1,10,4,,100
0,0,0,1,44,12,0,0,3022,46,12,10.589,40500,.58149999,7,7,7.5,1,5,40.5,,25
0,0,0,1,48,11,0,0,1512,50,14,10.913,21620,.72149998,10,7,7.5,1,7,21.620001,,49
0,0,0,1,53,12,0,0,2677,53,12,5.6033001,23426,.72149998,0,0,7.5,1,11,23.426001,,121
0,0,0,3,42,10,0,2.75,3150,44,12,7.9365001,26000,.66149998,3,3,11,1,14,26,,196
0,0,2,6,39,12,0,0,1430,34,12,2.9475999,7840,.94150001,7,0,9.5,1,5,7.8400002,,25
0,0,1,2,32,10,0,0,3307,36,4,2.0562,6800,.79149997,7,3,7.5,0,2,6.8000002,,4
0,0,0,2,36,12,0,0,3120,39,12,1.3013,5330,.79149997,7,12,14,0,4,5.3299999,,16
0,0,0,2,40,13,0,0,3020,43,16,9.2714996,28200,.62150002,10,10,9.5,1,5,28.200001,,25
0,0,2,3,31,12,0,0,2056,33,12,4.8638,10000,.77149999,12,12,7.5,0,14,10,,196
0,0,0,0,43,12,0,0,2383,43,12,1.0898,9952,.75150001,10,3,7.5,0,4,9.9519997,,16
0,0,0,0,60,12,0,0,1705,55,8,12.44,24984,.62150002,12,12,14,1,15,24.983999,,225
0,0,0,3,39,9,0,0,3120,48,12,6.0897002,28363,.69150001,7,7,11,1,12,28.363001,,144
