"Count","Month","Sex","Type"
4,2016-05-01,"Female","Sexual Assault and Related Offences"
10,2016-06-01,"Female","Sexual Assault and Related Offences"
7,2016-07-01,"Female","Sexual Assault and Related Offences"
8,2016-08-01,"Female","Sexual Assault and Related Offences"
4,2016-09-01,"Female","Sexual Assault and Related Offences"
4,2016-10-01,"Female","Sexual Assault and Related Offences"
4,2016-11-01,"Female","Sexual Assault and Related Offences"
5,2016-12-01,"Female","Sexual Assault and Related Offences"
5,2017-01-01,"Female","Sexual Assault and Related Offences"
11,2017-02-01,"Female","Sexual Assault and Related Offences"
6,2017-03-01,"Female","Sexual Assault and Related Offences"
3,2017-04-01,"Female","Sexual Assault and Related Offences"
3,2017-05-01,"Female","Sexual Assault and Related Offences"
5,2017-06-01,"Female","Sexual Assault and Related Offences"
8,2017-07-01,"Female","Sexual Assault and Related Offences"
8,2017-08-01,"Female","Sexual Assault and Related Offences"
4,2017-09-01,"Female","Sexual Assault and Related Offences"
4,2017-10-01,"Female","Sexual Assault and Related Offences"
1,2017-11-01,"Female","Sexual Assault and Related Offences"
2,2017-12-01,"Female","Sexual Assault and Related Offences"
2,2018-01-01,"Female","Sexual Assault and Related Offences"
4,2018-02-01,"Female","Sexual Assault and Related Offences"
2,2018-03-01,"Female","Sexual Assault and Related Offences"
3,2018-04-01,"Female","Sexual Assault and Related Offences"
5,2018-05-01,"Female","Sexual Assault and Related Offences"
6,2018-06-01,"Female","Sexual Assault and Related Offences"
4,2018-07-01,"Female","Sexual Assault and Related Offences"
4,2018-08-01,"Female","Sexual Assault and Related Offences"
2,2018-09-01,"Female","Sexual Assault and Related Offences"
4,2018-10-01,"Female","Sexual Assault and Related Offences"
3,2018-11-01,"Female","Sexual Assault and Related Offences"
2,2018-12-01,"Female","Sexual Assault and Related Offences"
2,2019-01-01,"Female","Sexual Assault and Related Offences"
4,2019-02-01,"Female","Sexual Assault and Related Offences"
3,2019-03-01,"Female","Sexual Assault and Related Offences"
4,2019-04-01,"Female","Sexual Assault and Related Offences"
9,2019-05-01,"Female","Sexual Assault and Related Offences"
4,2019-06-01,"Female","Sexual Assault and Related Offences"
7,2019-07-01,"Female","Sexual Assault and Related Offences"
5,2019-08-01,"Female","Sexual Assault and Related Offences"
5,2019-09-01,"Female","Sexual Assault and Related Offences"
4,2019-10-01,"Female","Sexual Assault and Related Offences"
1,2019-11-01,"Female","Sexual Assault and Related Offences"
1,2019-12-01,"Female","Sexual Assault and Related Offences"
3,2020-01-01,"Female","Sexual Assault and Related Offences"
2,2020-02-01,"Female","Sexual Assault and Related Offences"
5,2020-03-01,"Female","Sexual Assault and Related Offences"
2,2020-04-01,"Female","Sexual Assault and Related Offences"
3,2020-05-01,"Female","Sexual Assault and Related Offences"
2,2020-06-01,"Female","Sexual Assault and Related Offences"
5,2020-07-01,"Female","Sexual Assault and Related Offences"
6,2020-08-01,"Female","Sexual Assault and Related Offences"
4,2020-09-01,"Female","Sexual Assault and Related Offences"
3,2020-10-01,"Female","Sexual Assault and Related Offences"
3,2020-11-01,"Female","Sexual Assault and Related Offences"
1,2020-12-01,"Female","Sexual Assault and Related Offences"
5,2021-01-01,"Female","Sexual Assault and Related Offences"
1,2021-02-01,"Female","Sexual Assault and Related Offences"
1,2021-03-01,"Female","Sexual Assault and Related Offences"
2,2021-04-01,"Female","Sexual Assault and Related Offences"
4,2021-05-01,"Female","Sexual Assault and Related Offences"
7,2021-06-01,"Female","Sexual Assault and Related Offences"
0,2021-07-01,"Female","Sexual Assault and Related Offences"
4,2021-08-01,"Female","Sexual Assault and Related Offences"
1,2021-09-01,"Female","Sexual Assault and Related Offences"
3,2021-10-01,"Female","Sexual Assault and Related Offences"
3,2021-11-01,"Female","Sexual Assault and Related Offences"
4,2021-12-01,"Female","Sexual Assault and Related Offences"
2,2022-01-01,"Female","Sexual Assault and Related Offences"
2,2022-02-01,"Female","Sexual Assault and Related Offences"
3,2022-03-01,"Female","Sexual Assault and Related Offences"
1,2022-04-01,"Female","Sexual Assault and Related Offences"
3,2022-05-01,"Female","Sexual Assault and Related Offences"
6,2022-06-01,"Female","Sexual Assault and Related Offences"
3,2022-07-01,"Female","Sexual Assault and Related Offences"
1,2022-08-01,"Female","Sexual Assault and Related Offences"
4,2022-09-01,"Female","Sexual Assault and Related Offences"
0,2022-10-01,"Female","Sexual Assault and Related Offences"
3,2022-11-01,"Female","Sexual Assault and Related Offences"
163,2014-07-01,"Male","Sexual Assault and Related Offences"
130,2014-08-01,"Male","Sexual Assault and Related Offences"
148,2014-09-01,"Male","Sexual Assault and Related Offences"
146,2014-10-01,"Male","Sexual Assault and Related Offences"
127,2014-11-01,"Male","Sexual Assault and Related Offences"
141,2014-12-01,"Male","Sexual Assault and Related Offences"
131,2015-01-01,"Male","Sexual Assault and Related Offences"
129,2015-02-01,"Male","Sexual Assault and Related Offences"
148,2015-03-01,"Male","Sexual Assault and Related Offences"
124,2015-04-01,"Male","Sexual Assault and Related Offences"
141,2015-05-01,"Male","Sexual Assault and Related Offences"
149,2015-06-01,"Male","Sexual Assault and Related Offences"
154,2015-07-01,"Male","Sexual Assault and Related Offences"
138,2015-08-01,"Male","Sexual Assault and Related Offences"
138,2015-09-01,"Male","Sexual Assault and Related Offences"
132,2015-10-01,"Male","Sexual Assault and Related Offences"
136,2015-11-01,"Male","Sexual Assault and Related Offences"
146,2015-12-01,"Male","Sexual Assault and Related Offences"
114,2016-01-01,"Male","Sexual Assault and Related Offences"
155,2016-02-01,"Male","Sexual Assault and Related Offences"
165,2016-03-01,"Male","Sexual Assault and Related Offences"
118,2016-04-01,"Male","Sexual Assault and Related Offences"
134,2016-05-01,"Male","Sexual Assault and Related Offences"
172,2016-06-01,"Male","Sexual Assault and Related Offences"
140,2016-07-01,"Male","Sexual Assault and Related Offences"
144,2016-08-01,"Male","Sexual Assault and Related Offences"
154,2016-09-01,"Male","Sexual Assault and Related Offences"
140,2016-10-01,"Male","Sexual Assault and Related Offences"
137,2016-11-01,"Male","Sexual Assault and Related Offences"
162,2016-12-01,"Male","Sexual Assault and Related Offences"
117,2017-01-01,"Male","Sexual Assault and Related Offences"
135,2017-02-01,"Male","Sexual Assault and Related Offences"
155,2017-03-01,"Male","Sexual Assault and Related Offences"
107,2017-04-01,"Male","Sexual Assault and Related Offences"
128,2017-05-01,"Male","Sexual Assault and Related Offences"
147,2017-06-01,"Male","Sexual Assault and Related Offences"
162,2017-07-01,"Male","Sexual Assault and Related Offences"
119,2017-08-01,"Male","Sexual Assault and Related Offences"
121,2017-09-01,"Male","Sexual Assault and Related Offences"
134,2017-10-01,"Male","Sexual Assault and Related Offences"
135,2017-11-01,"Male","Sexual Assault and Related Offences"
144,2017-12-01,"Male","Sexual Assault and Related Offences"
105,2018-01-01,"Male","Sexual Assault and Related Offences"
113,2018-02-01,"Male","Sexual Assault and Related Offences"
137,2018-03-01,"Male","Sexual Assault and Related Offences"
121,2018-04-01,"Male","Sexual Assault and Related Offences"
134,2018-05-01,"Male","Sexual Assault and Related Offences"
126,2018-06-01,"Male","Sexual Assault and Related Offences"
129,2018-07-01,"Male","Sexual Assault and Related Offences"
132,2018-08-01,"Male","Sexual Assault and Related Offences"
116,2018-09-01,"Male","Sexual Assault and Related Offences"
149,2018-10-01,"Male","Sexual Assault and Related Offences"
133,2018-11-01,"Male","Sexual Assault and Related Offences"
115,2018-12-01,"Male","Sexual Assault and Related Offences"
120,2019-01-01,"Male","Sexual Assault and Related Offences"
115,2019-02-01,"Male","Sexual Assault and Related Offences"
148,2019-03-01,"Male","Sexual Assault and Related Offences"
129,2019-04-01,"Male","Sexual Assault and Related Offences"
158,2019-05-01,"Male","Sexual Assault and Related Offences"
112,2019-06-01,"Male","Sexual Assault and Related Offences"
144,2019-07-01,"Male","Sexual Assault and Related Offences"
171,2019-08-01,"Male","Sexual Assault and Related Offences"
144,2019-09-01,"Male","Sexual Assault and Related Offences"
126,2019-10-01,"Male","Sexual Assault and Related Offences"
143,2019-11-01,"Male","Sexual Assault and Related Offences"
144,2019-12-01,"Male","Sexual Assault and Related Offences"
117,2020-01-01,"Male","Sexual Assault and Related Offences"
118,2020-02-01,"Male","Sexual Assault and Related Offences"
122,2020-03-01,"Male","Sexual Assault and Related Offences"
82,2020-04-01,"Male","Sexual Assault and Related Offences"
158,2020-05-01,"Male","Sexual Assault and Related Offences"
157,2020-06-01,"Male","Sexual Assault and Related Offences"
156,2020-07-01,"Male","Sexual Assault and Related Offences"
130,2020-08-01,"Male","Sexual Assault and Related Offences"
177,2020-09-01,"Male","Sexual Assault and Related Offences"
146,2020-10-01,"Male","Sexual Assault and Related Offences"
155,2020-11-01,"Male","Sexual Assault and Related Offences"
158,2020-12-01,"Male","Sexual Assault and Related Offences"
127,2021-01-01,"Male","Sexual Assault and Related Offences"
118,2021-02-01,"Male","Sexual Assault and Related Offences"
141,2021-03-01,"Male","Sexual Assault and Related Offences"
136,2021-04-01,"Male","Sexual Assault and Related Offences"
146,2021-05-01,"Male","Sexual Assault and Related Offences"
170,2021-06-01,"Male","Sexual Assault and Related Offences"
147,2021-07-01,"Male","Sexual Assault and Related Offences"
112,2021-08-01,"Male","Sexual Assault and Related Offences"
106,2021-09-01,"Male","Sexual Assault and Related Offences"
136,2021-10-01,"Male","Sexual Assault and Related Offences"
127,2021-11-01,"Male","Sexual Assault and Related Offences"
161,2021-12-01,"Male","Sexual Assault and Related Offences"
132,2022-01-01,"Male","Sexual Assault and Related Offences"
106,2022-02-01,"Male","Sexual Assault and Related Offences"
138,2022-03-01,"Male","Sexual Assault and Related Offences"
131,2022-04-01,"Male","Sexual Assault and Related Offences"
125,2022-05-01,"Male","Sexual Assault and Related Offences"
126,2022-06-01,"Male","Sexual Assault and Related Offences"
126,2022-07-01,"Male","Sexual Assault and Related Offences"
125,2022-08-01,"Male","Sexual Assault and Related Offences"
144,2022-09-01,"Male","Sexual Assault and Related Offences"
115,2022-10-01,"Male","Sexual Assault and Related Offences"
144,2022-11-01,"Male","Sexual Assault and Related Offences"
502,2014-07-01,"Female","Theft and Related Offences"
526,2014-08-01,"Female","Theft and Related Offences"
513,2014-09-01,"Female","Theft and Related Offences"
494,2014-10-01,"Female","Theft and Related Offences"
500,2014-11-01,"Female","Theft and Related Offences"
487,2014-12-01,"Female","Theft and Related Offences"
461,2015-01-01,"Female","Theft and Related Offences"
457,2015-02-01,"Female","Theft and Related Offences"
526,2015-03-01,"Female","Theft and Related Offences"
456,2015-04-01,"Female","Theft and Related Offences"
509,2015-05-01,"Female","Theft and Related Offences"
496,2015-06-01,"Female","Theft and Related Offences"
557,2015-07-01,"Female","Theft and Related Offences"
454,2015-08-01,"Female","Theft and Related Offences"
464,2015-09-01,"Female","Theft and Related Offences"
444,2015-10-01,"Female","Theft and Related Offences"
437,2015-11-01,"Female","Theft and Related Offences"
429,2015-12-01,"Female","Theft and Related Offences"
448,2016-01-01,"Female","Theft and Related Offences"
455,2016-02-01,"Female","Theft and Related Offences"
453,2016-03-01,"Female","Theft and Related Offences"
455,2016-04-01,"Female","Theft and Related Offences"
504,2016-05-01,"Female","Theft and Related Offences"
548,2016-06-01,"Female","Theft and Related Offences"
489,2016-07-01,"Female","Theft and Related Offences"
477,2016-08-01,"Female","Theft and Related Offences"
429,2016-09-01,"Female","Theft and Related Offences"
447,2016-10-01,"Female","Theft and Related Offences"
439,2016-11-01,"Female","Theft and Related Offences"
456,2016-12-01,"Female","Theft and Related Offences"
431,2017-01-01,"Female","Theft and Related Offences"
417,2017-02-01,"Female","Theft and Related Offences"
405,2017-03-01,"Female","Theft and Related Offences"
373,2017-04-01,"Female","Theft and Related Offences"
435,2017-05-01,"Female","Theft and Related Offences"
414,2017-06-01,"Female","Theft and Related Offences"
406,2017-07-01,"Female","Theft and Related Offences"
460,2017-08-01,"Female","Theft and Related Offences"
372,2017-09-01,"Female","Theft and Related Offences"
406,2017-10-01,"Female","Theft and Related Offences"
389,2017-11-01,"Female","Theft and Related Offences"
387,2017-12-01,"Female","Theft and Related Offences"
398,2018-01-01,"Female","Theft and Related Offences"
345,2018-02-01,"Female","Theft and Related Offences"
379,2018-03-01,"Female","Theft and Related Offences"
324,2018-04-01,"Female","Theft and Related Offences"
403,2018-05-01,"Female","Theft and Related Offences"
404,2018-06-01,"Female","Theft and Related Offences"
424,2018-07-01,"Female","Theft and Related Offences"
408,2018-08-01,"Female","Theft and Related Offences"
430,2018-09-01,"Female","Theft and Related Offences"
383,2018-10-01,"Female","Theft and Related Offences"
393,2018-11-01,"Female","Theft and Related Offences"
351,2018-12-01,"Female","Theft and Related Offences"
414,2019-01-01,"Female","Theft and Related Offences"
355,2019-02-01,"Female","Theft and Related Offences"
353,2019-03-01,"Female","Theft and Related Offences"
346,2019-04-01,"Female","Theft and Related Offences"
415,2019-05-01,"Female","Theft and Related Offences"
346,2019-06-01,"Female","Theft and Related Offences"
409,2019-07-01,"Female","Theft and Related Offences"
389,2019-08-01,"Female","Theft and Related Offences"
415,2019-09-01,"Female","Theft and Related Offences"
380,2019-10-01,"Female","Theft and Related Offences"
386,2019-11-01,"Female","Theft and Related Offences"
387,2019-12-01,"Female","Theft and Related Offences"
392,2020-01-01,"Female","Theft and Related Offences"
413,2020-02-01,"Female","Theft and Related Offences"
394,2020-03-01,"Female","Theft and Related Offences"
321,2020-04-01,"Female","Theft and Related Offences"
337,2020-05-01,"Female","Theft and Related Offences"
322,2020-06-01,"Female","Theft and Related Offences"
337,2020-07-01,"Female","Theft and Related Offences"
362,2020-08-01,"Female","Theft and Related Offences"
372,2020-09-01,"Female","Theft and Related Offences"
359,2020-10-01,"Female","Theft and Related Offences"
335,2020-11-01,"Female","Theft and Related Offences"
332,2020-12-01,"Female","Theft and Related Offences"
356,2021-01-01,"Female","Theft and Related Offences"
316,2021-02-01,"Female","Theft and Related Offences"
358,2021-03-01,"Female","Theft and Related Offences"
291,2021-04-01,"Female","Theft and Related Offences"
342,2021-05-01,"Female","Theft and Related Offences"
335,2021-06-01,"Female","Theft and Related Offences"
338,2021-07-01,"Female","Theft and Related Offences"
331,2021-08-01,"Female","Theft and Related Offences"
296,2021-09-01,"Female","Theft and Related Offences"
281,2021-10-01,"Female","Theft and Related Offences"
272,2021-11-01,"Female","Theft and Related Offences"
273,2021-12-01,"Female","Theft and Related Offences"
248,2022-01-01,"Female","Theft and Related Offences"
221,2022-02-01,"Female","Theft and Related Offences"
271,2022-03-01,"Female","Theft and Related Offences"
268,2022-04-01,"Female","Theft and Related Offences"
308,2022-05-01,"Female","Theft and Related Offences"
273,2022-06-01,"Female","Theft and Related Offences"
324,2022-07-01,"Female","Theft and Related Offences"
340,2022-08-01,"Female","Theft and Related Offences"
309,2022-09-01,"Female","Theft and Related Offences"
314,2022-10-01,"Female","Theft and Related Offences"
305,2022-11-01,"Female","Theft and Related Offences"
952,2014-07-01,"Male","Theft and Related Offences"
932,2014-08-01,"Male","Theft and Related Offences"
887,2014-09-01,"Male","Theft and Related Offences"
929,2014-10-01,"Male","Theft and Related Offences"
863,2014-11-01,"Male","Theft and Related Offences"
855,2014-12-01,"Male","Theft and Related Offences"
793,2015-01-01,"Male","Theft and Related Offences"
797,2015-02-01,"Male","Theft and Related Offences"
901,2015-03-01,"Male","Theft and Related Offences"
829,2015-04-01,"Male","Theft and Related Offences"
937,2015-05-01,"Male","Theft and Related Offences"
902,2015-06-01,"Male","Theft and Related Offences"
856,2015-07-01,"Male","Theft and Related Offences"
859,2015-08-01,"Male","Theft and Related Offences"
887,2015-09-01,"Male","Theft and Related Offences"
822,2015-10-01,"Male","Theft and Related Offences"
845,2015-11-01,"Male","Theft and Related Offences"
844,2015-12-01,"Male","Theft and Related Offences"
790,2016-01-01,"Male","Theft and Related Offences"
721,2016-02-01,"Male","Theft and Related Offences"
747,2016-03-01,"Male","Theft and Related Offences"
780,2016-04-01,"Male","Theft and Related Offences"
852,2016-05-01,"Male","Theft and Related Offences"
1014,2016-06-01,"Male","Theft and Related Offences"
870,2016-07-01,"Male","Theft and Related Offences"
867,2016-08-01,"Male","Theft and Related Offences"
856,2016-09-01,"Male","Theft and Related Offences"
791,2016-10-01,"Male","Theft and Related Offences"
810,2016-11-01,"Male","Theft and Related Offences"
827,2016-12-01,"Male","Theft and Related Offences"
778,2017-01-01,"Male","Theft and Related Offences"
702,2017-02-01,"Male","Theft and Related Offences"
837,2017-03-01,"Male","Theft and Related Offences"
603,2017-04-01,"Male","Theft and Related Offences"
741,2017-05-01,"Male","Theft and Related Offences"
732,2017-06-01,"Male","Theft and Related Offences"
727,2017-07-01,"Male","Theft and Related Offences"
780,2017-08-01,"Male","Theft and Related Offences"
691,2017-09-01,"Male","Theft and Related Offences"
726,2017-10-01,"Male","Theft and Related Offences"
704,2017-11-01,"Male","Theft and Related Offences"
684,2017-12-01,"Male","Theft and Related Offences"
666,2018-01-01,"Male","Theft and Related Offences"
637,2018-02-01,"Male","Theft and Related Offences"
654,2018-03-01,"Male","Theft and Related Offences"
654,2018-04-01,"Male","Theft and Related Offences"
781,2018-05-01,"Male","Theft and Related Offences"
740,2018-06-01,"Male","Theft and Related Offences"
735,2018-07-01,"Male","Theft and Related Offences"
758,2018-08-01,"Male","Theft and Related Offences"
720,2018-09-01,"Male","Theft and Related Offences"
662,2018-10-01,"Male","Theft and Related Offences"
710,2018-11-01,"Male","Theft and Related Offences"
589,2018-12-01,"Male","Theft and Related Offences"
695,2019-01-01,"Male","Theft and Related Offences"
642,2019-02-01,"Male","Theft and Related Offences"
623,2019-03-01,"Male","Theft and Related Offences"
606,2019-04-01,"Male","Theft and Related Offences"
748,2019-05-01,"Male","Theft and Related Offences"
631,2019-06-01,"Male","Theft and Related Offences"
697,2019-07-01,"Male","Theft and Related Offences"
724,2019-08-01,"Male","Theft and Related Offences"
657,2019-09-01,"Male","Theft and Related Offences"
689,2019-10-01,"Male","Theft and Related Offences"
650,2019-11-01,"Male","Theft and Related Offences"
690,2019-12-01,"Male","Theft and Related Offences"
675,2020-01-01,"Male","Theft and Related Offences"
655,2020-02-01,"Male","Theft and Related Offences"
695,2020-03-01,"Male","Theft and Related Offences"
558,2020-04-01,"Male","Theft and Related Offences"
612,2020-05-01,"Male","Theft and Related Offences"
593,2020-06-01,"Male","Theft and Related Offences"
593,2020-07-01,"Male","Theft and Related Offences"
591,2020-08-01,"Male","Theft and Related Offences"
607,2020-09-01,"Male","Theft and Related Offences"
581,2020-10-01,"Male","Theft and Related Offences"
584,2020-11-01,"Male","Theft and Related Offences"
551,2020-12-01,"Male","Theft and Related Offences"
594,2021-01-01,"Male","Theft and Related Offences"
510,2021-02-01,"Male","Theft and Related Offences"
622,2021-03-01,"Male","Theft and Related Offences"
561,2021-04-01,"Male","Theft and Related Offences"
586,2021-05-01,"Male","Theft and Related Offences"
610,2021-06-01,"Male","Theft and Related Offences"
622,2021-07-01,"Male","Theft and Related Offences"
570,2021-08-01,"Male","Theft and Related Offences"
537,2021-09-01,"Male","Theft and Related Offences"
525,2021-10-01,"Male","Theft and Related Offences"
505,2021-11-01,"Male","Theft and Related Offences"
493,2021-12-01,"Male","Theft and Related Offences"
516,2022-01-01,"Male","Theft and Related Offences"
458,2022-02-01,"Male","Theft and Related Offences"
486,2022-03-01,"Male","Theft and Related Offences"
519,2022-04-01,"Male","Theft and Related Offences"
556,2022-05-01,"Male","Theft and Related Offences"
558,2022-06-01,"Male","Theft and Related Offences"
583,2022-07-01,"Male","Theft and Related Offences"
621,2022-08-01,"Male","Theft and Related Offences"
558,2022-09-01,"Male","Theft and Related Offences"
590,2022-10-01,"Male","Theft and Related Offences"
588,2022-11-01,"Male","Theft and Related Offences"
506,2014-07-01,"Female","Traffic and Vehicle Regulatory Offences"
507,2014-08-01,"Female","Traffic and Vehicle Regulatory Offences"
471,2014-09-01,"Female","Traffic and Vehicle Regulatory Offences"
488,2014-10-01,"Female","Traffic and Vehicle Regulatory Offences"
450,2014-11-01,"Female","Traffic and Vehicle Regulatory Offences"
450,2014-12-01,"Female","Traffic and Vehicle Regulatory Offences"
467,2015-01-01,"Female","Traffic and Vehicle Regulatory Offences"
423,2015-02-01,"Female","Traffic and Vehicle Regulatory Offences"
456,2015-03-01,"Female","Traffic and Vehicle Regulatory Offences"
446,2015-04-01,"Female","Traffic and Vehicle Regulatory Offences"
476,2015-05-01,"Female","Traffic and Vehicle Regulatory Offences"
445,2015-06-01,"Female","Traffic and Vehicle Regulatory Offences"
466,2015-07-01,"Female","Traffic and Vehicle Regulatory Offences"
492,2015-08-01,"Female","Traffic and Vehicle Regulatory Offences"
469,2015-09-01,"Female","Traffic and Vehicle Regulatory Offences"
476,2015-10-01,"Female","Traffic and Vehicle Regulatory Offences"
447,2015-11-01,"Female","Traffic and Vehicle Regulatory Offences"
451,2015-12-01,"Female","Traffic and Vehicle Regulatory Offences"
449,2016-01-01,"Female","Traffic and Vehicle Regulatory Offences"
440,2016-02-01,"Female","Traffic and Vehicle Regulatory Offences"
434,2016-03-01,"Female","Traffic and Vehicle Regulatory Offences"
435,2016-04-01,"Female","Traffic and Vehicle Regulatory Offences"
447,2016-05-01,"Female","Traffic and Vehicle Regulatory Offences"
450,2016-06-01,"Female","Traffic and Vehicle Regulatory Offences"
452,2016-07-01,"Female","Traffic and Vehicle Regulatory Offences"
436,2016-08-01,"Female","Traffic and Vehicle Regulatory Offences"
466,2016-09-01,"Female","Traffic and Vehicle Regulatory Offences"
459,2016-10-01,"Female","Traffic and Vehicle Regulatory Offences"
432,2016-11-01,"Female","Traffic and Vehicle Regulatory Offences"
476,2016-12-01,"Female","Traffic and Vehicle Regulatory Offences"
414,2017-01-01,"Female","Traffic and Vehicle Regulatory Offences"
427,2017-02-01,"Female","Traffic and Vehicle Regulatory Offences"
421,2017-03-01,"Female","Traffic and Vehicle Regulatory Offences"
422,2017-04-01,"Female","Traffic and Vehicle Regulatory Offences"
457,2017-05-01,"Female","Traffic and Vehicle Regulatory Offences"
427,2017-06-01,"Female","Traffic and Vehicle Regulatory Offences"
437,2017-07-01,"Female","Traffic and Vehicle Regulatory Offences"
460,2017-08-01,"Female","Traffic and Vehicle Regulatory Offences"
411,2017-09-01,"Female","Traffic and Vehicle Regulatory Offences"
409,2017-10-01,"Female","Traffic and Vehicle Regulatory Offences"
402,2017-11-01,"Female","Traffic and Vehicle Regulatory Offences"
418,2017-12-01,"Female","Traffic and Vehicle Regulatory Offences"
387,2018-01-01,"Female","Traffic and Vehicle Regulatory Offences"
355,2018-02-01,"Female","Traffic and Vehicle Regulatory Offences"
412,2018-03-01,"Female","Traffic and Vehicle Regulatory Offences"
394,2018-04-01,"Female","Traffic and Vehicle Regulatory Offences"
429,2018-05-01,"Female","Traffic and Vehicle Regulatory Offences"
413,2018-06-01,"Female","Traffic and Vehicle Regulatory Offences"
391,2018-07-01,"Female","Traffic and Vehicle Regulatory Offences"
398,2018-08-01,"Female","Traffic and Vehicle Regulatory Offences"
397,2018-09-01,"Female","Traffic and Vehicle Regulatory Offences"
422,2018-10-01,"Female","Traffic and Vehicle Regulatory Offences"
431,2018-11-01,"Female","Traffic and Vehicle Regulatory Offences"
435,2018-12-01,"Female","Traffic and Vehicle Regulatory Offences"
408,2019-01-01,"Female","Traffic and Vehicle Regulatory Offences"
375,2019-02-01,"Female","Traffic and Vehicle Regulatory Offences"
368,2019-03-01,"Female","Traffic and Vehicle Regulatory Offences"
364,2019-04-01,"Female","Traffic and Vehicle Regulatory Offences"
372,2019-05-01,"Female","Traffic and Vehicle Regulatory Offences"
406,2019-06-01,"Female","Traffic and Vehicle Regulatory Offences"
371,2019-07-01,"Female","Traffic and Vehicle Regulatory Offences"
395,2019-08-01,"Female","Traffic and Vehicle Regulatory Offences"
359,2019-09-01,"Female","Traffic and Vehicle Regulatory Offences"
366,2019-10-01,"Female","Traffic and Vehicle Regulatory Offences"
340,2019-11-01,"Female","Traffic and Vehicle Regulatory Offences"
375,2019-12-01,"Female","Traffic and Vehicle Regulatory Offences"
384,2020-01-01,"Female","Traffic and Vehicle Regulatory Offences"
364,2020-02-01,"Female","Traffic and Vehicle Regulatory Offences"
363,2020-03-01,"Female","Traffic and Vehicle Regulatory Offences"
311,2020-04-01,"Female","Traffic and Vehicle Regulatory Offences"
376,2020-05-01,"Female","Traffic and Vehicle Regulatory Offences"
346,2020-06-01,"Female","Traffic and Vehicle Regulatory Offences"
341,2020-07-01,"Female","Traffic and Vehicle Regulatory Offences"
363,2020-08-01,"Female","Traffic and Vehicle Regulatory Offences"
390,2020-09-01,"Female","Traffic and Vehicle Regulatory Offences"
360,2020-10-01,"Female","Traffic and Vehicle Regulatory Offences"
356,2020-11-01,"Female","Traffic and Vehicle Regulatory Offences"
381,2020-12-01,"Female","Traffic and Vehicle Regulatory Offences"
390,2021-01-01,"Female","Traffic and Vehicle Regulatory Offences"
318,2021-02-01,"Female","Traffic and Vehicle Regulatory Offences"
305,2021-03-01,"Female","Traffic and Vehicle Regulatory Offences"
331,2021-04-01,"Female","Traffic and Vehicle Regulatory Offences"
349,2021-05-01,"Female","Traffic and Vehicle Regulatory Offences"
315,2021-06-01,"Female","Traffic and Vehicle Regulatory Offences"
362,2021-07-01,"Female","Traffic and Vehicle Regulatory Offences"
312,2021-08-01,"Female","Traffic and Vehicle Regulatory Offences"
282,2021-09-01,"Female","Traffic and Vehicle Regulatory Offences"
298,2021-10-01,"Female","Traffic and Vehicle Regulatory Offences"
282,2021-11-01,"Female","Traffic and Vehicle Regulatory Offences"
299,2021-12-01,"Female","Traffic and Vehicle Regulatory Offences"
312,2022-01-01,"Female","Traffic and Vehicle Regulatory Offences"
258,2022-02-01,"Female","Traffic and Vehicle Regulatory Offences"
282,2022-03-01,"Female","Traffic and Vehicle Regulatory Offences"
338,2022-04-01,"Female","Traffic and Vehicle Regulatory Offences"
343,2022-05-01,"Female","Traffic and Vehicle Regulatory Offences"
334,2022-06-01,"Female","Traffic and Vehicle Regulatory Offences"
339,2022-07-01,"Female","Traffic and Vehicle Regulatory Offences"
371,2022-08-01,"Female","Traffic and Vehicle Regulatory Offences"
336,2022-09-01,"Female","Traffic and Vehicle Regulatory Offences"
372,2022-10-01,"Female","Traffic and Vehicle Regulatory Offences"
287,2022-11-01,"Female","Traffic and Vehicle Regulatory Offences"
908,2014-07-01,"Male","Traffic and Vehicle Regulatory Offences"
908,2014-08-01,"Male","Traffic and Vehicle Regulatory Offences"
913,2014-09-01,"Male","Traffic and Vehicle Regulatory Offences"
922,2014-10-01,"Male","Traffic and Vehicle Regulatory Offences"
881,2014-11-01,"Male","Traffic and Vehicle Regulatory Offences"
893,2014-12-01,"Male","Traffic and Vehicle Regulatory Offences"
896,2015-01-01,"Male","Traffic and Vehicle Regulatory Offences"
831,2015-02-01,"Male","Traffic and Vehicle Regulatory Offences"
861,2015-03-01,"Male","Traffic and Vehicle Regulatory Offences"
926,2015-04-01,"Male","Traffic and Vehicle Regulatory Offences"
884,2015-05-01,"Male","Traffic and Vehicle Regulatory Offences"
881,2015-06-01,"Male","Traffic and Vehicle Regulatory Offences"
914,2015-07-01,"Male","Traffic and Vehicle Regulatory Offences"
933,2015-08-01,"Male","Traffic and Vehicle Regulatory Offences"
914,2015-09-01,"Male","Traffic and Vehicle Regulatory Offences"
923,2015-10-01,"Male","Traffic and Vehicle Regulatory Offences"
878,2015-11-01,"Male","Traffic and Vehicle Regulatory Offences"
865,2015-12-01,"Male","Traffic and Vehicle Regulatory Offences"
889,2016-01-01,"Male","Traffic and Vehicle Regulatory Offences"
850,2016-02-01,"Male","Traffic and Vehicle Regulatory Offences"
893,2016-03-01,"Male","Traffic and Vehicle Regulatory Offences"
860,2016-04-01,"Male","Traffic and Vehicle Regulatory Offences"
886,2016-05-01,"Male","Traffic and Vehicle Regulatory Offences"
