"","words","word_num","Freq","ngram"
"3091","(Likert",291,1,10
"3092","scale),",292,1,10
"3093","conviction",293,1,10
"3094","decision",294,1,10
"3095","(binary),",295,1,10
"3096","opinion",296,1,10
"3097","of",297,1,10
"3098","guilt",298,1,10
"3099","(binary),",299,1,10
"3100","willingness",300,1,10
"3101","to",301,1,10
"3102","bet",302,1,10
"3103","on",303,1,10
"3104","their",304,1,10
"3105","opinion",305,1,10
"3106","of",306,1,10
"3107","guilt",307,1,10
"3108","(numeric),",308,1,10
"3109","probability",309,1,10
"3110","of",310,1,10
"3111","guilt",311,1,10
"3112","(numeric),",312,1,10
"3113","and",313,1,10
"3114","chance",314,1,10
"3115","of",315,1,10
"3116","guilt",316,1,10
"3117","/innocence",317,1,10
"3118","(numeric",318,0.8,10
"3119","or",319,0.6,10
"3120","multiple",320,0.4,10
"3121","choice).",321,0.2,10
"3122","The",322,0,10
"3123","note",323,0,10
"3124","cleaning,",324,0,10
"3125","text",325,0,10
"3126","analysis,",326,0,10
"3127","and",327,0,10
"3128","testimony",328,0,10
"3129","tools",329,0,10
"3130","we",330,0,10
"3131","developed",331,0,10
"3132","throughout",332,0,10
"3133","this",333,0,10
"3134","series",334,0,10
"3135","of",335,0,10
"3136","experiments",336,0,10
"3137","will",337,0,10
"3138","benefit",338,0,10
"3139","our",339,0,10
"3140","future",340,0,10
"3141","research",341,0,10
"3142","in",342,0,10
"3143","jury",343,0,10
"3144","perception,",344,0,10
"3145","as",345,0,10
"3146","well",346,0,10
"3147","as",347,0,10
"3148","future",348,0,10
"3149","transcript",349,0,10
"3150","studies.",350,0,10
